,Artiste,Titre,Catégorie,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1221, Jet,Are You Gonna Be My Girl,rock,305WCRhhS10XUcH6AEwZk6,0.613,0.953,2,-3.435,1,0.0855,0.00148,0.000582,0.152,0.537,105.046,213800,4
1222, Kings of Leon,Red Morning Light,rock,3Fc5OiXuy3pgmLLdoDQqjX,0.528,0.797,9,-5.387,1,0.044,0.0792,0.0,0.327,0.877,160.848,179427,4
1223, Simple Plan,Shut Up!,rock,78pHMOI9qUWonIMySjO3XY,0.507,0.959,1,-4.763,1,0.118,0.00104,0.0,0.147,0.436,165.136,182987,4
1224, blink-182,All The Small Things,rock,7yCPwWs66K8Ba5lFuU2bcx,0.439,0.891,0,-4.764,1,0.057,0.0122,0.0,0.547,0.695,148.599,168000,4
1225, Lenny Kravitz,Are You Gonna Go My Way,rock,45Ia1U4KtIjAPPU7Wv1Sea,0.619,0.67,11,-10.322,0,0.0353,0.00165,0.0109,0.331,0.777,129.269,211933,4
1226, U2,Vertigo,rock,1gVVSmhWjci8l9Vrsl6HaS,0.416,0.819,9,-3.974,1,0.0613,0.000138,0.00108,0.147,0.632,140.083,193520,4
1227, Green Day,American Idiot,rock,6nTiIhLmQ3FWhvrGafw2zj,0.38,0.988,1,-2.042,1,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,176346,4
1228, Oasis,Wonderwall - Remastered,rock,5qqabIl2vWzo9ApSC317sa,0.378,0.896,2,-4.066,1,0.0407,0.000452,0.0,0.194,0.469,174.302,258773,4
1229, Stereophonics,Dakota,rock,3qaSqrrevBrb84xl5JlptU,0.506,0.93,4,-3.499,1,0.0675,0.129,0.00682,0.0931,0.305,146.994,297427,4
1230, The Smiths,There Is a Light That Never Goes Out - 2011 Remaster,rock,0WQiDwKJclirSYG9v5tayI,0.523,0.769,4,-5.855,1,0.0269,0.04,0.0,0.136,0.876,136.162,244587,4
1231, The Smashing Pumpkins,1979 - Remastered 2012,rock,5QLHGv0DfpeXLNFo7SFEy1,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,266200,4
1232, No Doubt,Don't Speak,rock,6urCAbunOQI4bLhmGpX7iS,0.52,0.709,5,-7.125,0,0.0352,0.247,1.78e-05,0.18,0.536,76.039,263560,4
1233, The Smiths,Heaven Knows I'm Miserable Now - 2011 Remaster,rock,1H5N26VqHR4JhuaRKY2I0u,0.609,0.759,6,-4.862,1,0.0276,0.028,0.0,0.183,0.774,114.045,215760,4
1234, The Cranberries,Dreams,rock,4JGKZS7h4Qa16gOU3oNETV,0.551,0.643,4,-13.091,1,0.0353,0.00313,0.00385,0.421,0.514,128.661,271560,4
1235, Joy Division,Love Will Tear Us Apart,rock,2JO3HwMRPeya8bXbtbyPcf,0.443,0.956,2,-6.198,1,0.0511,5.24e-05,0.825,0.135,0.909,146.754,206867,4
1236, Audioslave,Be Yourself,rock,3zwmW1gM4E8FlHXV5nE16u,0.423,0.845,11,-3.509,0,0.0559,0.143,5.07e-06,0.213,0.317,116.602,278973,4
1237, Nirvana,Lithium,rock,26D1PRJjD9Jj1JGRk88KVc,0.678,0.656,7,-6.41,1,0.0381,0.00174,0.0,0.0631,0.485,123.207,257053,4
1238, Pearl Jam,Yellow Ledbetter,rock,3bE5slaVEfaDreqARl6k4M,0.504,0.354,4,-11.3,1,0.0339,0.29,4.71e-06,0.157,0.292,140.87,303587,4
1239, The Smiths,Panic - 2011 Remaster,rock,64D3dzWyj0GpQT1AHx4kbK,0.53,0.861,7,-4.67,1,0.0372,0.0175,0.0177,0.0857,0.844,130.476,140507,4
1240, blink-182,I Miss You,rock,1AdYZ6X00nXmO613Y7GJOl,0.423,0.714,11,-8.295,1,0.045,0.00113,6.28e-06,0.0855,0.593,110.017,227250,4
1241, My Chemical Romance,Welcome to the Black Parade,rock,5wQnmLuC1W7ATsArWACrgW,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,311107,4
1242, Joy Division,Disorder - 2007 Remaster,rock,38wCbVfMreML5ZhF5iQuKA,0.32,0.798,10,-7.078,0,0.124,0.00033,0.692,0.176,0.74,84.696,209040,4
1243, The Cranberries,Promises,rock,15Trb1S2FDZSMLDzWfnlbg,0.501,0.864,4,-3.231,0,0.0502,0.0628,0.0,0.169,0.247,130.061,327573,4
1244, The Cure,Friday I'm In Love,rock,4QlzkaRHtU8gAdwqjWmO8n,0.526,0.763,0,-12.663,0,0.0341,0.00126,6.75e-05,0.359,0.514,136.205,215160,4
1245, Simple Plan,Perfect,rock,4j3X4KX8rURekAVIFUhI23,0.494,0.672,3,-4.877,1,0.0405,0.0273,0.0,0.105,0.557,156.208,277027,4
1246, The Smiths,This Charming Man - 2011 Remaster,rock,1FvDJ9KGxcqwv1utyPL3JZ,0.611,0.846,11,-5.9,1,0.0436,0.00509,0.0,0.0784,0.751,103.912,162920,4
1247, Radiohead,High And Dry,rock,5jafMI8FLibnjkYTZ33m0c,0.418,0.383,4,-11.782,1,0.0257,0.0718,0.0177,0.0896,0.352,87.773,257480,4
1248, Incubus,Talk Shows on Mute,rock,4y3lhJ3PtvDuwFNX5zhFQ4,0.723,0.584,0,-5.729,1,0.0259,0.141,0.0,0.0917,0.62,114.072,228400,4
1249, My Chemical Romance,I'm Not Okay (I Promise),rock,7lRlq939cDG4SzWOF4VAnd,0.21,0.94,9,-3.427,1,0.123,0.00602,0.0,0.269,0.255,179.722,186480,4
1250, Depeche Mode Daniel Miller Phil Legg,Enjoy the Silence - Single Mix,rock,1YwNlWLf8auhazSQUDQLFU,0.641,0.812,0,-7.945,0,0.0293,0.155,4.43e-05,0.078,0.822,112.777,257333,4
1251, The Cranberries,Animal Instinct,rock,3J58Ccc5iTbCRnYx2xjo6d,0.61,0.85,4,-5.411,0,0.0307,0.089,0.0,0.256,0.604,132.174,211067,4
1252, Oasis,Champagne Supernova - Remastered,rock,1wo3UYTeizJHkwYIuLuBPF,0.294,0.825,2,-3.771,1,0.0404,0.465,0.0841,0.354,0.122,150.338,451320,4
1253, Red Hot Chili Peppers,Snow (Hey Oh),rock,2aibwv5hGXSgw7Yru8IYTO,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,334667,4
1254, Placebo,Where Is My Mind? - XFM Live Version,rock,3fR6HdcPn0VHjMBnbGvCQc,0.37,0.636,5,-6.303,1,0.03,7.15e-05,0.00806,0.349,0.192,155.491,224560,4
1255, Depeche Mode,Personal Jesus,rock,4P9iHeHiwzZAqvQCdoLkGg,0.657,0.803,1,-8.08,1,0.0392,0.0586,0.0226,0.0583,0.834,129.861,223880,4
1256, Hoobastank,The Reason,rock,1lHtE5JDCas1EwXhQIMOIj,0.447,0.668,4,-4.683,1,0.0294,0.0127,0.0,0.152,0.0695,82.904,232800,4
1257, Placebo,This Picture,rock,5he7AYCR3MGloRnuWEMroT,0.462,0.91,1,-7.198,1,0.0359,8.58e-05,0.0469,0.0863,0.616,155.69,214907,4
1258, The Cranberries,Zombie,rock,2IZZqH4K02UIYg5EohpNHF,0.307,0.635,7,-8.957,1,0.0339,0.0154,0.00483,0.366,0.304,166.973,306427,4
1259, The Cardigans,Lovefool,rock,7aQjPecQdIuNd1sz3KCDhD,0.704,0.636,9,-6.029,1,0.0252,0.0344,0.0,0.35,0.89,111.845,193953,4
1260, Red Hot Chili Peppers,Otherside,rock,64BbK9SFKH2jk86U3dGj2P,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,255373,4
1261, Placebo,Special Needs,rock,2h0HkReHGCQPOEDZXEMcTO,0.301,0.571,8,-10.152,0,0.0332,0.00082,0.8,0.0851,0.0412,178.084,315987,4
1262, Oasis,Stop Crying Your Heart Out,rock,5YciOakY5dB5dULkiLdCaf,0.38,0.573,2,-5.334,1,0.03,0.077,2.38e-06,0.0776,0.0901,74.988,303133,4
1263, blink-182,First Date,rock,1fJFuvU2ldmeAm5nFIHcPP,0.579,0.928,0,-4.344,1,0.0411,0.000715,0.0,0.18,0.882,95.594,171533,4
1264, Red Hot Chili Peppers,Under the Bridge,rock,3d9DChrdc6BOeFsbrZ3Is0,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,264307,4
1265, Foo Fighters,The Pretender,rock,7x8dCjCr0x6x2lXKujYD34,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984,269373,4
1266, Audioslave,Like a Stone,rock,3YuaBvuZqcwN3CEAyyoaei,0.614,0.568,7,-5.477,0,0.0276,0.00797,0.0,0.0997,0.516,107.849,293960,4
1267, Keane,Everybody's Changing,rock,0yac0FPhLRH9i9lOng3f81,0.517,0.839,0,-3.521,1,0.0287,0.0014,0.000365,0.108,0.416,94.015,215880,4
1268, Foo Fighters,Best of You,rock,5FZxsHWIvUsmSK1IAvm2pp,0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,255627,4
1269, Pearl Jam,Alive,rock,1L94M3KIu7QluZe63g64rv,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,340907,4
1270, Garbage,Stupid Girl,rock,7fI96JHMnvd3Ft70Zzv74G,0.617,0.721,11,-6.889,1,0.0305,0.00548,0.000637,0.0645,0.765,119.961,258533,4
1271, Oasis,The Hindu Times,rock,4r0KYf0DDzrUdr9NSwAXpm,0.418,0.948,11,-3.077,1,0.0517,8.48e-06,7.27e-06,0.736,0.325,113.876,226733,4
1272, Hanson,If Only,rock,3xp3PTR0jLq9idX7GtFfJ7,0.55,0.976,2,-3.677,1,0.0769,0.004,0.0,0.105,0.816,105.999,270160,4
1273, The Goo Goo Dolls,Iris,rock,6vrUTGn5p8IrfTZ0J6sIVM,0.291,0.79,11,-5.683,0,0.0363,0.00133,5.61e-06,0.0811,0.513,155.667,289907,3
1274, Oasis,Don't Look Back in Anger - Remastered,rock,0UvCh63URrLFcPkKt99hHd,0.327,0.938,0,-3.237,1,0.0645,0.0708,3.79e-06,0.148,0.326,162.937,289560,4
1275, The Calling,Wherever You Will Go,rock,5QpaGzWp0hwB5faV8dkbAz,0.558,0.719,2,-5.113,1,0.0267,0.0367,0.0,0.115,0.371,112.027,208600,4
1276, Foo Fighters,Everlong,rock,5UWwZ5lm5PKu6eKsHAGxOk,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,250547,4
1277, Keane,This Is The Last Time,rock,6IVlHRrjTKep5SS9kbcpTa,0.522,0.827,7,-4.145,1,0.0283,0.0018,6.8e-06,0.0818,0.335,131.691,208787,4
1278, Creed,With Arms Wide Open,rock,0eKyHwckh9vQb8ncZ2DXCs,0.41,0.539,0,-8.412,1,0.0302,0.00425,0.00089,0.117,0.141,138.852,274800,4
1279, Nirvana,Come As You Are,rock,0MKGH8UMfCnq5w7nG06oM5,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,218920,4
1280, Coldplay,The Scientist,rock,75JFxkI2RXiU7L9VXzMkle,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,309600,4
1281, Creed,With Arms Wide Open - New Version With Strings,rock,0s8OMEGJQJIUr9VFwNEH1v,0.32,0.695,0,-5.756,1,0.0388,0.032,0.0,0.201,0.165,141.91,235267,4
1282, Keane,Somewhere Only We Know,rock,1SKPmfSYaPsETbRHaiA18G,0.448,0.665,9,-4.203,1,0.026,0.06,2.55e-05,0.0828,0.304,172.004,237147,4
1283, Hanson,Weird,rock,0G2Rd4vct0AYN8EG6Ajm6u,0.548,0.63,10,-8.797,1,0.0265,0.128,4.33e-05,0.116,0.333,135.697,242293,4
1284, Coldplay,Yellow,rock,3AJwUDP919kvQ9QcozQPxg,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,266773,4
1285, Thirteen Senses,Into The Fire,rock,3mGGrT3NVzpa2M9gnocR45,0.388,0.638,3,-6.807,0,0.0279,0.0449,0.00555,0.114,0.142,174.071,218773,4
1286, The Cranberries,Just My Imagination,rock,0f0k0OJ9VbaLHX4J1t2qUy,0.545,0.797,10,-5.315,1,0.0252,0.257,3.86e-06,0.0884,0.852,100.464,221293,4
1287, R.E.M.,Losing My Religion,rock,31AOj9sFz2gM0O3hMARRBx,0.666,0.855,9,-5.051,0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,268427,4
1288, Oasis,Stand by Me,rock,2gANywSFYF58YFMPdDSAjC,0.214,0.828,7,-2.66,1,0.0383,0.0142,1.61e-06,0.161,0.388,169.876,356600,4
1289, The Smashing Pumpkins,Today - Remastered,rock,4XizBlyqR7ZGVTX0Fyonm2,0.456,0.826,8,-7.611,1,0.0268,3.35e-05,0.57,0.0548,0.415,82.539,201173,4
1290, Red Hot Chili Peppers,Can't Stop,rock,3ZOEytgrvLwQaqXreDs2Jx,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,269000,4
1291, Erasure,A Little Respect,rock,2RVQIq7bLi4Eu6xHPyQ46t,0.596,0.598,0,-13.409,1,0.0268,0.00808,3.07e-06,0.241,0.595,113.825,213373,4
1292, Kings of Leon,Sex on Fire,rock,0ntQJM78wzOLVeCUAW7Y45,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,203347,4
1293, The Cure,Inbetween Days,rock,4CRpOsjhvgxjF7rQufmyZ1,0.546,0.836,9,-6.321,1,0.0317,0.107,0.583,0.166,0.735,142.605,177987,4
1294, blink-182,Always,rock,3HM4NePuYAqdXpAGBk7nNz,0.463,0.925,11,-5.74,1,0.0747,0.0106,0.027,0.189,0.59,158.337,251867,4
1295, Linkin Park,In the End,rock,60a0Rd6pjrkxjPbaKzXjfq,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,216880,4
1296, Pearl Jam,Even Flow,rock,6QewNVIDKdSl8Y3ycuHIei,0.394,0.944,10,-6.506,0,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,292581,4
1297, Red Hot Chili Peppers,Dani California,rock,10Nmj3JCNoMeBQ87uw5j8k,0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,282160,4
1298, The Verve,Bitter Sweet Symphony,rock,57iDDD9N9tTWe75x6qhStw,0.356,0.917,9,-6.006,1,0.0479,0.0335,0.0,0.406,0.518,171.176,357267,4
1299, Green Day,21 Guns,rock,64yrDBpcdwEdNY9loyEGbX,0.268,0.742,5,-4.939,1,0.0355,0.0518,0.0,0.626,0.416,159.779,321093,4
1300, Radiohead,Karma Police,rock,3SVAN3BRByDmHOhKyIDxfC,0.36,0.505,7,-9.129,1,0.026,0.0626,9.22e-05,0.172,0.317,74.807,264067,4
1301, The Cranberries,Linger,rock,0gEyKnHvgkrkBM6fbeHdwK,0.439,0.434,7,-14.918,1,0.0265,0.0783,4.87e-05,0.14,0.204,94.845,274707,4
1302, My Chemical Romance,Helena,rock,5dTHtzHFPyi8TlTtzoz1J9,0.356,0.96,4,-3.487,1,0.104,0.0142,0.0,0.209,0.0857,125.921,204733,4
1303, Dido,Thank You,rock,3yUcJwYu7fXAfqMj9krY6l,0.725,0.583,1,-9.942,0,0.0424,0.3,0.000215,0.0665,0.765,79.984,218360,4
1304, Linkin Park,Numb,rock,2nLtzopw4rPReszdYBJU6h,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,185587,4
1305, Green Day,Boulevard of Broken Dreams,rock,1hwJKpe0BPUsq6UUrwBWTw,0.49,0.679,8,-3.68,1,0.0309,0.00394,1.54e-05,0.0383,0.506,167.046,261267,4
1306, Alanis Morissette,Ironic,rock,29YBihzQOmat0U74k4ukdx,0.456,0.635,11,-5.731,1,0.0573,0.245,0.0,0.194,0.293,170.652,228573,4
1307, The Wallflowers,One Headlight,rock,0z1b34WikhOH9ZxU8QDWcv,0.701,0.539,2,-8.968,1,0.0277,0.000655,0.005,0.0589,0.752,107.531,312627,4
1308, Dexys Midnight Runners,Come On Eileen,rock,3MrWxJaD2AT0W9DjWF64Vm,0.45,0.656,2,-7.049,1,0.0472,0.664,3.02e-06,0.259,0.782,106.61,287307,4
1309, Avril Lavigne,Complicated,rock,5xEM5hIgJ1jjgcEBfpkt2F,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,244507,4
1310, Evanescence,Bring Me To Life,rock,0COqiPhxzoWICwFCS4eZcp,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,235893,4
1311, Dido,White Flag,rock,6si71supnBUhddjR2FJc2L,0.509,0.537,5,-6.834,1,0.0383,0.344,7.26e-06,0.0805,0.315,170.037,240040,4
1312, Evanescence,My Immortal,rock,4UzVcXufOhGUwF56HT7b8M,0.19,0.265,9,-9.206,1,0.0356,0.863,0.0,0.134,0.101,79.012,262533,4
1313, Green Day,Wake Me up When September Ends,rock,3ZffCQKLFLUvYM59XKLbVm,0.546,0.814,7,-5.146,1,0.0314,0.023,0.0,0.0972,0.146,104.98,285653,4
1314, Shaka Ponk Cypress Hill,Pure 90 (Rapping Queen),rock,24ZEVCdOTKgdcM41B598NM,0.599,0.878,10,-3.852,1,0.0334,0.00128,6.18e-06,0.0431,0.781,99.994,276160,4
1315, BRKN LOVE,River,rock,2jqvNMwGblEUNMwTMBhXMV,0.58,0.681,7,-5.957,1,0.0344,0.00462,0.0,0.369,0.346,126.91,225147,4
1316, AC/DC,Shot In The Dark,rock,6ZtrGCcn38kGImt2GPFbJB,0.599,0.787,2,-4.708,1,0.0338,2.07e-05,5.27e-05,0.064,0.822,114.065,185133,4
1317, KO KO MO,Last Night a DJ Saved my Life,rock,06VqOgAQvYTpZk6VpsDD20,0.573,0.732,10,-8.151,0,0.0358,0.000141,1.32e-05,0.141,0.323,106.957,186449,4
1318, Machine Gun Kelly blackbear,my ex's best friend (with blackbear),rock,7kDUspsoYfLkWnZR7qwHZl,0.731,0.675,5,-5.134,0,0.0434,0.00473,0.0,0.141,0.298,124.939,139461,4
1319, PEAKS!,Blackout,rock,5YWwn67BUDjiDODELhOOSy,0.662,0.721,1,-6.269,1,0.034,0.0632,1.88e-05,0.0614,0.512,135.988,197206,4
1320, Nothing But Thieves,Impossible,rock,547VvUJcGmn26XJwHNueOa,0.51,0.52,5,-7.022,1,0.03,0.0435,6.76e-05,0.0971,0.132,82.99,248399,4
1321, Royal Blood,Trouble’s Coming,rock,5eR6OS3joTAHJToyzehKfu,0.767,0.694,1,-5.059,0,0.0384,0.0629,0.0,0.32,0.78,112.012,228400,4
1322, Bring Me The Horizon,Teardrops,rock,3aniWcwiiYKHpm3F5TdeKD,0.497,0.916,7,-3.323,1,0.108,0.000323,0.0,0.36,0.401,96.051,215004,4
1323, The Score,The Champion,rock,5vNazwnNST2AcdSt4RE07z,0.46,0.651,2,-5.901,1,0.0348,0.000964,0.00419,0.364,0.352,85.874,160340,4
1324, You Me At Six,Beautiful Way,rock,2xhpnTyhinktiHD3JFdZOC,0.384,0.921,5,-3.609,0,0.0489,0.0125,0.108,0.152,0.446,171.036,225787,4
1325, Teenage Wrist,Earth Is A Black Hole,rock,7eaEaXAiGR3i3LUJUDRRXc,0.553,0.902,11,-4.35,0,0.0588,0.00286,0.0,0.2,0.572,132.089,175577,4
1326, System Of A Down,Protect The Land,rock,11ajcVj3qSyyMPUpTJUP3y,0.432,0.886,8,-3.991,1,0.0341,9.2e-05,4.74e-05,0.338,0.248,76.04,307645,4
1327, Indochine,Nos célébrations - Edit,rock,50TIALxJW2k7XntjaVzrt1,0.639,0.852,11,-7.819,1,0.0276,0.00082,0.00154,0.102,0.59,125.973,240200,4
1328, Stereophonics,Fly Like an Eagle,rock,6KZLjHjfCp740dJJOl47Mp,0.515,0.407,0,-8.032,1,0.0278,0.0922,0.0,0.0611,0.416,146.02,272587,3
1329, Rews,Today We're Warriors,rock,169YPXuHnRto3Y4ZeiBYrd,0.641,0.565,7,-7.735,1,0.0527,0.0478,2.85e-06,0.112,0.445,85.048,205387,4
1330, The Inspector Cluzo,Hey Hey My My (Neil Young Cover),rock,67VCFuv58SDj6ePicpTbQD,0.43,0.514,9,-7.797,0,0.0507,0.0661,0.00607,0.241,0.265,115.496,206256,4
1331, Last Train,Right Where We Belong,rock,5BmEYOY1Wbmmg0pIY5D4Pw,0.298,0.65,0,-6.663,1,0.0321,0.156,0.00798,0.11,0.121,76.186,303453,4
1332, Machine Gun Kelly Halsey,forget me too (feat. Halsey),rock,1VSuFS7PahCN3SWbOcQ98m,0.654,0.875,1,-4.845,1,0.0744,0.000417,0.0086,0.194,0.522,99.975,171621,4
1333, Run The Jewels Royal Blood,the ground below (feat. Royal Blood) - Royal Jewels Mix,rock,0ZihFuThMaeARjmxTsoNFe,0.594,0.867,7,-6.637,1,0.2,0.00526,8.43e-06,0.293,0.531,90.062,173132,4
1334, Disturbed,If I Ever Lose My Faith in You,rock,4wozhA7ftHx3QQPBKCCL9d,0.379,0.562,10,-8.078,1,0.0376,0.0741,1.17e-05,0.137,0.172,173.861,274056,4
1335, Seether,Wasteland,rock,2SD2zj8W5zKMdjCCJFF0vQ,0.268,0.811,1,-4.06,1,0.0409,7.61e-05,0.00122,0.0651,0.295,101.041,239627,3
1336, The Struts Tom Morello,Wild Child (with Tom Morello),rock,0sjOX1TrYGzbieHCizRiN2,0.229,0.888,6,-2.641,0,0.097,0.00258,1.67e-06,0.365,0.268,156.254,222893,4
1337, Sea Girls,All I Want To Hear You Say - Single Version,rock,0sw75CpowgTItB8eJXn927,0.553,0.799,1,-6.484,0,0.0388,0.000666,0.0,0.341,0.639,123.961,188920,4
1338, YUNGBLUD Machine Gun Kelly,acting like that (feat. Machine Gun Kelly),rock,6PxNpy8jOjyZ8aGCD58LpW,0.522,0.9,0,-2.631,0,0.0719,6.98e-05,0.0,0.3,0.579,160.01,191067,4
1339, The Pale White,Glue,rock,5Isz1mw0HOzLOa1jas7MHH,0.301,0.887,4,-3.68,1,0.0525,0.00237,1.6e-05,0.197,0.622,176.054,217246,4
1340, JJ Wilde,Best Boy,rock,1kP46fRENS8tD9khEB5yPD,0.613,0.902,8,-3.586,0,0.076,0.0455,0.0,0.108,0.732,92.034,187829,4
1341, Royal Deluxe,In the Wild Now,rock,6iQDlYzUhE5ESzjEEKz2J3,0.484,0.85,5,-6.356,0,0.0982,0.0235,0.000819,0.163,0.403,165.059,201733,4
1342, Bush,Flowers On A Grave,rock,3oQYe7FdyIzyQXZtoO0TPc,0.183,0.847,7,-4.126,1,0.0664,0.000692,5.03e-06,0.164,0.416,92.09,225150,4
