,Artiste,Titre,Année,Rang,id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1204,kiiara,gold,2016,52,6ZSO7kPn8IMJFymyticbJO,68,0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049,225882,5
1205,bryson tiller,exchange,2016,53,43PuMrRfbyyuz4QpZ3oAwN,78,0.525,0.433,6,-10.598,1,0.185,0.107,0.0,0.135,0.276,160.108,194613,4
1206,jeremih,oui,2016,55,0PJIbOdMs3bd5AT8liULMQ,74,0.418,0.724,5,-3.724,1,0.0964,0.213,0.0,0.112,0.604,78.521,238320,5
1207,selena gomez,hands to myself,2016,56,1LoriJC05IrHIDwj3q0KC1,64,0.811,0.499,5,-7.161,0,0.118,0.0147,2.44e-06,0.342,0.466,111.016,200680,4
1208,kevin gates,2 phones,2016,57,0wdKiSBUT7aZkXUIdJWcwC,69,0.895,0.681,7,-5.267,0,0.358,0.157,0.0,0.189,0.554,121.918,240000,4
1209,the weeknd ring daft punk,starboy,2016,58,7MXVkk9YMctZqd1Srtv4MB,83,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,230453,4
1211,the weeknd ring daft punk,starboy,2017,20,7MXVkk9YMctZqd1Srtv4MB,83,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,230453,4
1213,dj khaled ring drake,for free,2016,59,4JDZl9nKIAhAhDjw753u4X,55,0.916,0.571,10,-8.241,0,0.2,0.0173,1.11e-06,0.153,0.498,103.521,183695,4
1214,flume ring kai,never be like you,2016,60,5WI2ltQIdwgzf1SNE76JyR,67,0.444,0.557,0,-5.476,1,0.0602,0.453,0.0,0.152,0.296,115.058,234910,4
1215,the weeknd,in the night,2016,61,25KybV9BOUlvcnv7nN3Pyo,71,0.505,0.68,7,-4.993,1,0.0714,0.0796,0.0,0.0465,0.539,168.022,235653,3
1216,meghan trainor,me too,2016,62,3KwwE4sgCzMaKWq6QBebmX,71,0.934,0.694,11,-5.849,0,0.101,0.0962,1.2e-06,0.478,0.835,123.829,181240,4
1217,thomas rhett,die a happy man,2016,64,5kNe7PE09d6Kvw5pAsx23n,75,0.595,0.389,2,-9.245,1,0.0349,0.418,1.39e-06,0.116,0.4,166.052,227427,4
1218,post malone,white iverson,2016,65,6eT7xZZlB2mwyzJ2sUKG6w,78,0.675,0.562,7,-7.678,1,0.0352,0.233,0.0,0.0816,0.309,130.098,256533,4
1219,x ambassadors,unsteady,2016,67,7lGKEWMXVWWTt3X71Bv44I,76,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,193547,4
1220,lil wayne wiz khalifa  imagine dragons with logic  ty dolla $ign  x ambassadors,sucker for pain,2016,68,4dASQiO1Eoo3RJvt74FtXB,77,0.502,0.786,9,-4.378,0,0.317,0.255,0.0,0.65,0.739,169.021,243491,4
1221,yo gotti ring nicki minaj,down in the dm,2016,69,1LxKKYsJNPeBdOwdudsJzv,60,0.776,0.662,1,-7.016,0,0.0489,0.00157,2.1e-05,0.0887,0.324,152.927,182733,4
1222,tory lanez,luv,2016,70,16Ah4QqH4mgYVXqfC4mdSd,66,0.539,0.528,11,-8.113,0,0.252,0.0108,0.0,0.117,0.252,190.169,228640,4
1223,beyonce,sorry,2016,71,0lnIJmgcUpEpe4AZACjayW,70,0.775,0.598,2,-7.274,1,0.0535,0.00175,4.44e-06,0.253,0.356,129.988,232560,4
1224,coldplay,hymn for the weekend,2016,73,3RiPr603aXAoi4GHyXx0uy,78,0.49,0.743,0,-5.155,0,0.0409,0.255,7.21e-06,0.3,0.363,89.974,258827,4
1225,tory lanez,say it,2016,74,2Gyc6e2cLxA5hoX1NOvYnU,70,0.546,0.529,11,-10.511,0,0.0583,0.0862,6.5e-06,0.124,0.247,107.331,237787,4
1226,travis scott,antidote,2016,75,1wHZx0LgzFHyeIZkUydNXq,77,0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,262693,4
1227,ruth b,lost boy,2016,76,4h0zU3O9R5xzuTmNO7dNDU,76,0.71,0.0565,7,-15.099,1,0.0534,0.965,0.0,0.0889,0.348,123.994,275280,4
1228,ariana grande ring nicki minaj,side to side,2016,77,1pKeFVVUOPjFsOABub0OaV,75,0.65,0.736,6,-5.84,0,0.229,0.0528,0.0,0.235,0.613,159.173,226160,4
1230,ariana grande ring nicki minaj,side to side,2017,43,1pKeFVVUOPjFsOABub0OaV,75,0.65,0.736,6,-5.84,0,0.229,0.0528,0.0,0.235,0.613,159.173,226160,4
1232,daya,sit still look pretty,2016,78,0EGuSSpuu9wmHCtvb4PdLO,69,0.655,0.74,2,-4.081,1,0.274,0.14,0.0,0.106,0.543,182.105,202221,4
1233,dj snake ring bipolar sunshine,middle,2016,80,0g5EKLgdKvNlln7TNqBByK,75,0.583,0.695,9,-5.336,1,0.0423,0.0141,0.0,0.0527,0.224,104.879,220573,4
1234,ellie goulding,on my mind,2016,81,5a7NdkF09AfD0H607eiOkX,65,0.702,0.705,0,-6.666,1,0.0543,0.258,5.93e-06,0.0879,0.743,154.911,213445,4
1235,drake ring the throne,pop style,2016,82,5mPSyjLatqB00IkPqRlbTE,63,0.713,0.462,7,-10.027,1,0.123,0.192,2.16e-06,0.105,0.0594,133.053,212947,4
1236,adele,when we were young,2016,83,7IWkJwX9C0J7tHurTD7ViL,73,0.381,0.594,3,-5.97,1,0.0486,0.348,0.0,0.0925,0.273,143.86,290907,4
1237,daya,hide away,2016,84,0uyZ5ckiIUbFZd3P6RWmrj,63,0.885,0.8,11,-4.714,0,0.0846,0.23,1.99e-06,0.0734,0.464,95.018,192376,4
1238,shawn mendes  camila cabello,i know what you did last summer,2016,86,1IEULDGhe4C0uwyYcIt5OV,6,0.685,0.767,9,-4.628,0,0.0974,0.106,0.0,0.163,0.722,113.827,223827,4
1239,chris brown,back to sleep,2016,88,6dlpABcXrQKRU9G00i6Zba,63,0.647,0.646,9,-5.483,0,0.243,0.0424,0.0,0.0888,0.721,92.981,201253,4
1240,usher ring young thug,no limit,2016,89,1CDBn2Lm7E63XKQDsdCq6O,59,0.717,0.523,10,-6.506,0,0.0611,0.0799,0.0,0.206,0.282,127.047,228613,4
1241,o t  genasis ring young dolph,cut it,2016,90,376KnY4TrgBITxjlnbnmIy,61,0.875,0.673,7,-4.184,1,0.0932,0.135,0.0,0.292,0.231,130.0,222600,4
1242,kevin gates,really really,2016,91,10I3CmmwT0BkOVhduDy53o,70,0.762,0.666,0,-6.055,1,0.0916,0.00427,0.0,0.127,0.278,118.97,232093,4
1243,fifth harmony ring fetty wap,all in my head (flex),2016,92,7nD9nN3jord9wWcfW3Gkcm,65,0.689,0.791,0,-5.194,0,0.053,0.023,0.0,0.0526,0.755,95.04,210573,4
1244,hailee steinfeld  grey ring zedd,starving,2016,93,4Ce37cRWvM1vIGGynKcs22,76,0.728,0.616,4,-4.238,1,0.0645,0.378,0.0,0.105,0.508,99.962,181880,4
1246,hailee steinfeld  grey ring zedd,starving,2017,82,4Ce37cRWvM1vIGGynKcs22,76,0.728,0.616,4,-4.238,1,0.0645,0.378,0.0,0.105,0.508,99.962,181880,4
1248,coldplay,adventure of a lifetime,2016,94,69uxyAqqPIsUyTO8txoP2M,75,0.638,0.924,7,-3.887,1,0.0359,0.00205,0.000173,0.149,0.529,111.995,263787,4
1249,tim mcgraw,humble and kind,2016,95,4Pn0JlCUusD2QHjADuOzuV,68,0.355,0.48,11,-7.31,1,0.0282,0.679,2.28e-06,0.12,0.137,100.956,259267,3
1250,future,wicked,2016,96,6BbINUfGabVyiNFJpQXn3x,60,0.718,0.679,11,-5.899,0,0.0706,0.00191,0.0104,0.385,0.205,157.97,173347,4
1251,desiigner,tiimmy turner,2016,97,3NJG6vMH1ZsectZkocMEm0,70,0.603,0.725,6,-3.054,1,0.0393,0.174,0.0,0.0786,0.304,122.803,239853,4
1252,one direction,perfect,2016,99,3NLnwwAQbbFKcEcV8hDItk,77,0.647,0.823,2,-5.231,1,0.0762,0.0598,0.0,0.119,0.396,99.933,230333,4
1253,ed sheeran,shape of you,2017,1,7qiZfU4dY1lWllzX7mPBI3,85,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,4
1255,ed sheeran,shape of you,2018,71,7qiZfU4dY1lWllzX7mPBI3,85,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,4
1257,luis fonsi  daddy yankee ring justin bieber,despacito,2017,2,6rPO02ozF3bM7NnOV4h6s2,73,0.653,0.816,2,-4.353,1,0.167,0.228,0.0,0.0967,0.816,178.085,228827,4
1258,bruno mars,that's what i like,2017,3,0KKkJNfGyhkQ5aFogxQAPU,80,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,206693,4
1259,kendrick lamar,humble,2017,4,7KXjTSCq5nL1LoYtL7XAwS,82,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,177000,4
1260,the chainsmokers  coldplay,something just like this,2017,5,6RUKPb4LETWmmr3iAEQktW,83,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,4
1261,migos ring lil uzi vert,bad and boujee,2017,6,4Km5HrUvYTaSUfiSGPJeQR,75,0.927,0.665,11,-5.313,1,0.244,0.061,0.0,0.123,0.175,127.076,343150,4
1262,sam hunt,body like a back road,2017,8,7mldq42yDuxiUNn08nvzHO,74,0.732,0.458,5,-7.225,1,0.0311,0.447,0.0,0.136,0.661,98.938,165387,4
1263,imagine dragons,believer,2017,9,0pqnGHJpmpxLKifKRmU6WP,87,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949,204347,4
1265,imagine dragons,believer,2018,100,0pqnGHJpmpxLKifKRmU6WP,87,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949,204347,4
1267,post malone ring quavo,congratulations,2017,10,3a1lNhkSLSkpJE4MSHpDu9,82,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,220293,4
1268,james arthur,say you won't let go,2017,11,5uCax9HTNlzGybIStD3vDh,85,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,211467,4
1269,dj khaled ring justin bieber quavo chance the rapper  lil wayne,i'm the one,2017,12,1K5aXhTKzSscZOqDh3GwtY,0,0.684,0.42,0,-7.904,1,0.0424,0.344,0.0,0.437,0.898,81.137,28000,4
1270,lil uzi vert,xo tour llif3,2017,13,7GX5flRQZVHRAGd6B4TmDO,83,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,182707,4
1271,future,mask off,2017,14,0VgkVdmE4gld66l8iyGjgx,79,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600,4
1272,french montana ring swae lee,unforgettable,2017,15,3B54sVLJ402zGa6Xm4YGNe,80,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233902,4
1273,bruno mars,24k magic,2017,16,6b8Be6ljOzmkOmFslEb23P,77,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,225983,4
1274,zedd  alessia cara,stay,2017,17,6uBhi9gBXWjanegOb2Phh0,77,0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04,210091,4
1275,dj khaled ring rihanna  bryson tiller,wild thoughts,2017,18,45XhKYRRkyeqoW3teSOkCM,66,0.613,0.681,8,-3.089,1,0.0778,0.0287,0.0,0.126,0.619,97.621,204664,4
1276,rae sremmurd ring gucci mane,black beatles,2017,19,6fujklziTHa8uoM5OQSfIo,75,0.794,0.632,0,-6.163,1,0.0649,0.142,0.0,0.128,0.355,145.926,291893,4
1277,khalid,location,2017,21,152lZdxL1OR0ZMW6KquMif,80,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,219080,4
1278,charlie puth,attention,2017,22,5cF0dROlMOK5uNZtivgu50,81,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,208787,4
1279,shawn mendes,there's nothing holdin' me back,2017,23,7JJmb5XwzOO8jgpou264Ml,81,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,199440,4
1280,cardi b,bodak yellow (money moves),2017,24,2GGMabyHXnJmjY6CXhhB2e,78,0.95,0.59,8,-6.508,0,0.29,0.00534,0.0,0.11,0.219,130.003,183527,4
1283,cardi b,bodak yellow (money moves),2018,54,2GGMabyHXnJmjY6CXhhB2e,78,0.95,0.59,8,-6.508,0,0.29,0.00534,0.0,0.11,0.219,130.003,183527,4
1286,cardi b,money,2019,38,2GGMabyHXnJmjY6CXhhB2e,78,0.95,0.59,8,-6.508,0,0.29,0.00534,0.0,0.11,0.219,130.003,183527,4
1289,childish gambino,redbone,2017,25,0wXuerDYiBnERgIpbb3JBR,81,0.743,0.347,1,-11.174,1,0.121,0.167,0.00951,0.103,0.572,160.143,326933,4
1290,zayn / taylor swift,i don't wanna live forever (fifty shades darker),2017,26,55n9yjI6qqXh5F2mYvUc2y,78,0.731,0.445,0,-8.418,1,0.0533,0.0586,1.96e-05,0.14,0.106,117.97,247160,4
1291,kygo x selena gomez,it ain't me,2017,27,12GEpg2XOPyqk03JZEZnJs,66,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,220781,4
1292,kyle ring lil yachty,ispy,2017,28,2EEeOnHehOozLq4aS0n6SL,74,0.746,0.653,7,-6.745,1,0.289,0.378,0.0,0.229,0.672,75.016,253107,4
1293,julia michaels,issues,2017,29,7vu0JkJh0ldukEYbTVcqd0,69,0.728,0.415,8,-6.852,1,0.0639,0.401,0.0,0.0616,0.455,114.145,176320,4
1294,alessia cara,scars to your beautiful,2017,30,0prNGof3XqfTvNDxHonvdK,73,0.573,0.739,0,-5.74,1,0.129,0.0285,0.0,0.111,0.451,97.085,230227,4
1295,logic ring alessia cara  khalid,1-800-273-8255,2017,31,5tz69p7tJuGPeMGwNTxYuV,79,0.62,0.574,5,-7.788,0,0.0479,0.569,0.0,0.19,0.357,100.023,250173,4
1297,logic ring alessia cara  khalid,1-800-273-8255,2018,84,5tz69p7tJuGPeMGwNTxYuV,79,0.62,0.574,5,-7.788,0,0.0479,0.569,0.0,0.19,0.357,100.023,250173,4
1299,niall horan,slow hands,2017,32,2cOUlop2ZakjOKe4WinesN,76,0.735,0.425,0,-6.648,1,0.0464,0.011,0.0,0.055,0.848,85.896,188174,4
1300,rihanna,love on the brain,2017,33,5oO3drDxtziYU2H1X23ZIp,80,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,224000,3
1301,the weeknd ring daft punk,i feel it coming,2017,34,3dhjNA0jGA8vHBQ1VdD6vV,79,0.773,0.819,0,-5.946,0,0.118,0.428,0.0,0.0679,0.585,92.987,269187,4
1302,big sean,bounce back,2017,35,0SGkqnVQo9KPytSri1H6cF,73,0.78,0.575,1,-5.628,0,0.139,0.106,0.0,0.129,0.273,81.502,222360,4
1303,liam payne ring quavo,strip that down,2017,36,4Ro98RCK90oHqqSZUnTFq5,69,0.874,0.497,6,-5.484,1,0.0562,0.22,0.0,0.0761,0.542,106.023,204502,4
1304,drake,fake love,2017,37,343YBumqHu19cGoGARUTsd,74,0.928,0.481,9,-9.35,0,0.287,0.105,0.0,0.176,0.613,134.007,210937,4
1305,taylor swift,look what you made me do,2017,39,1P17dC1amhFzptugyAO7Il,75,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07,211853,4
1306,ed sheeran,castle on the hill,2017,40,6PCUP3dWmTjcTtXY02oFdT,77,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,261154,4
1307,machine gun kelly x camila cabello,bad things,2017,41,1PSBzsahR2AKwLJgx8ehBj,73,0.697,0.691,2,-4.757,1,0.146,0.214,0.0,0.185,0.305,137.853,239293,4
1308,the chainsmokers,paris,2017,42,15vzANxN8G9wWfwAJLLMCg,72,0.646,0.644,2,-6.763,1,0.031,0.0243,0.0,0.0888,0.251,99.999,221520,4
1309,clean bandit ring sean paul  anne-marie,rockabye,2017,44,5knuzwU65gJK7IF5yJsuaW,76,0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965,251088,4
1310,portugal  the man,feel it still,2017,45,6QgjcU0zLnzq5OrUoSZ3OK,78,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253,4
1312,portugal  the man,feel it still,2018,33,6QgjcU0zLnzq5OrUoSZ3OK,78,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253,4
1314,demi lovato,sorry not sorry,2017,47,7gvd8xj4QgPqbQSsn5pV7d,79,0.705,0.64,11,-6.928,0,0.225,0.0237,0.0,0.262,0.887,144.077,203760,4
1316,demi lovato,sorry not sorry,2018,64,7gvd8xj4QgPqbQSsn5pV7d,79,0.705,0.64,11,-6.928,0,0.225,0.0237,0.0,0.262,0.887,144.077,203760,4
1318,21 savage,bank account,2017,48,2fQrGHiQOvpL9UgPvtYy6G,79,0.884,0.346,8,-8.228,0,0.351,0.0151,7.04e-06,0.0871,0.376,75.016,220307,4
1319,j balvin  willy william ring beyonce,mi gente,2017,50,2JrgGXrvoJGeErAIaUsC9v,0,0.76,0.716,11,-6.36,0,0.0817,0.0223,0.0,0.231,0.469,105.007,209733,4
1321,j balvin  willy william ring beyonce,mi gente,2018,99,2JrgGXrvoJGeErAIaUsC9v,0,0.76,0.716,11,-6.36,0,0.0817,0.0223,0.0,0.231,0.469,105.007,209733,4
1323,imagine dragons,thunder,2017,51,1zB4vmk8tFRmM9UULNzbLB,84,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,4
1325,imagine dragons,thunder,2018,22,1zB4vmk8tFRmM9UULNzbLB,84,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,4
1327,migos,t-shirt,2017,52,7KOlJ92bu51cltsD9KU5I7,68,0.865,0.687,10,-3.744,0,0.217,0.242,0.0,0.158,0.486,139.023,242407,4
1328,yo gotti ring nicki minaj,rake it up,2017,53,4knL4iPxPOZjQzTUlELGSY,69,0.91,0.444,1,-8.126,0,0.344,0.022,0.0,0.137,0.53,149.953,276333,4
1329,shawn mendes,mercy,2017,54,0AS63m1wHv9n4VVRizK6Hc,79,0.555,0.662,11,-4.952,0,0.0827,0.125,0.0,0.111,0.356,148.128,208733,4
1330,kodak black,tunnel vision,2017,55,4Q3N4Ct4zCuIHuZ65E3BD4,73,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,268187,4
1331,post malone ring 21 savage,rockstar,2017,56,0e7ipj03S05BNilyu5bRzt,85,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,218147,4
1333,post malone ring 21 savage,rockstar,2018,5,0e7ipj03S05BNilyu5bRzt,85,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,218147,4
1335,brett young,in case you didn't know,2017,57,10M2Ex445zw585Ducldzkw,75,0.607,0.536,10,-7.306,1,0.0305,0.386,0.0,0.102,0.434,147.986,224853,4
1336,halsey,now or never,2017,59,7i2DJ88J7jQ8K7zqFX2fW8,68,0.67,0.585,6,-4.861,0,0.0354,0.107,1.11e-06,0.131,0.447,110.03,214802,4
1337,amine,caroline,2017,60,5hTpBe8h35rJ67eAWHQsJx,76,0.94,0.335,5,-10.179,0,0.505,0.17,0.0,0.262,0.707,120.04,209640,4
1338,ayo  teo,rolex,2017,61,0pSBuHjILhNEo55xK1zrRt,77,0.804,0.886,1,-2.512,1,0.04,0.0837,0.0,0.266,0.789,144.946,238587,4
1339,kendrick lamar,dna,2017,62,6HZILIRieu8S0iqY8kIKhj,77,0.638,0.523,1,-6.664,1,0.357,0.00454,0.0,0.0842,0.422,139.913,185947,4
1340,zay hilfigerrr  zayion mccall,juju on that beat (tz anthem),2017,63,1lItf5ZXJc1by9SbPeljFd,61,0.807,0.887,1,-3.892,1,0.275,0.00381,0.0,0.391,0.78,160.517,144244,4
1341,rae sremmurd,swang,2017,64,6mapJIPnQ23RTAevUoE0DL,72,0.681,0.314,8,-9.319,1,0.0581,0.2,9.82e-06,0.1,0.166,139.992,208120,4
1342,drake,passionfruit,2017,65,5mCPDVBb16L4XQwDdbRUpz,79,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,298941,4
1343,kendrick lamar ring rihanna,loyalty,2017,66,6SwRhMLwNqEi6alNPVG00n,71,0.658,0.535,9,-8.983,0,0.0573,0.0265,0.0,0.2,0.419,110.684,227360,4
1344,kesha,praying,2017,67,0jdny0dhgjUwoIp5GkqEaA,73,0.576,0.39,10,-7.202,1,0.0297,0.491,0.0,0.111,0.319,73.433,230267,4
1345,travis scott,goosebumps,2017,68,6gBFPUFcJLzWGx4lenP6h2,88,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,243837,4
1346,maroon 5 ring future,cold,2017,69,443msg6hKxP5RI01SrRtMY,10,0.699,0.729,9,-6.325,0,0.0976,0.133,0.0,0.0459,0.425,99.81,234320,4
1347,kane brown ring lauren alaina,what ifs,2017,72,7zVCrzzEJU7u24sbJPXA5W,74,0.612,0.799,10,-4.603,1,0.0275,0.00898,0.0,0.172,0.687,125.976,188253,4
1348,katy perry ring skip marley,chained to the rhythm,2017,73,7qvxFz3JodM0A7xEM7k3YD,70,0.562,0.8,0,-5.404,1,0.112,0.0814,0.0,0.199,0.471,95.029,237733,4
1349,calvin harris ring pharrell williams katy perry  big sean,feels,2017,74,5bcTCxgc7xVfSaMV3RuVke,75,0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.018,223413,4
1350,jon bellion,all time low,2017,75,0SuLAslEMFZAXf0SwY7syi,70,0.617,0.567,0,-4.188,1,0.0828,0.0584,0.0,0.0933,0.505,90.246,217603,4
1351,luke combs,hurricane,2017,76,6xHI9KjUjYT0FPtGO8Mxa1,77,0.464,0.813,10,-6.185,1,0.0416,0.0153,0.0,0.254,0.515,75.977,222533,4
1352,sam smith,too good at goodbyes,2017,77,3VlbOrM6nYPprVvzBZllE5,75,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,201000,4
1354,sam smith,too good at goodbyes,2018,49,3VlbOrM6nYPprVvzBZllE5,75,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,201000,4
1356,khalid,young dumb  broke,2017,78,5Z3GHaZ6ec9bsiI5BenrbY,81,0.798,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.949,202547,4
1358,khalid,young dumb  broke,2018,67,5Z3GHaZ6ec9bsiI5BenrbY,81,0.798,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.949,202547,4
1360,playboi carti,magnolia,2017,79,1e1JKLEDKP7hEQzJfNAgPl,75,0.791,0.582,11,-7.323,0,0.286,0.0114,0.0,0.35,0.443,162.991,181812,4
1361,sza ring travis scott,love galore,2017,80,0q75NwOoFiARAVp4EXU4Bs,78,0.795,0.594,0,-6.2,1,0.0747,0.111,0.0,0.162,0.409,135.002,275080,4
1362,a boogie wit da hoodie ring kodak black,drowning,2017,81,1f5cbQtDrykjarZVrShaDI,76,0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014,209269,4
1363,gucci mane ring drake,both,2017,83,5tFep7dXGd7vEJ668wTPux,68,0.85,0.405,7,-7.509,0,0.225,0.119,0.000118,0.0707,0.344,139.976,190312,4
1364,p!nk,what about us,2017,84,0Qh38w01QRXK6KHIv0e3hb,75,0.489,0.588,1,-6.177,1,0.0507,0.0285,2.11e-06,0.0906,0.187,113.617,269600,4
1365,jason derulo ring nicki minaj  ty dolla $ign,swalla,2017,85,6kex4EBAj0WHXDKZMEJaaF,77,0.696,0.817,1,-3.862,1,0.109,0.075,0.0,0.187,0.782,98.064,216409,4
1366,migos ring gucci mane,slippery,2017,86,6p8NuHm8uCGnn2Dtbtf7zE,72,0.92,0.674,1,-5.662,0,0.264,0.307,0.0,0.104,0.741,141.967,304041,4
1367,harry styles,sign of the times,2017,87,5Ohxk2dO5COHF1krpoPigN,82,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972,340707,4
1368,adele,water under the bridge,2017,88,4vb4mFvYsr2h6enhjJsq9Y,67,0.596,0.838,5,-6.52,0,0.0704,0.0189,1.54e-05,0.108,0.472,94.982,240427,4
1369,miley cyrus,malibu,2017,89,1UZOjK1BwmwWU14Erba9CZ,76,0.573,0.781,8,-6.406,1,0.0555,0.0767,2.64e-05,0.0813,0.343,139.934,231907,4
1370,marian hill,down,2017,90,5eCkuGPZNl4mISFNPgr3Dd,62,0.678,0.357,0,-14.712,0,0.128,0.675,0.00569,0.124,0.0661,113.301,197773,5
1371,cheat codes ring demi lovato,no promises,2017,91,5lNuqFVMca4vPupY10cH0J,64,0.739,0.619,10,-6.669,1,0.162,0.0572,0.0,0.105,0.58,112.961,222787,4
1372,gucci mane ring migos,i get the bag,2017,93,1XRgIKC5TPwo7nWGyKqgG0,72,0.89,0.633,11,-5.475,1,0.168,0.0232,0.000343,0.0993,0.425,139.948,233087,4
1374,gucci mane ring migos,i get the bag,2018,72,1XRgIKC5TPwo7nWGyKqgG0,72,0.89,0.633,11,-5.475,1,0.168,0.0232,0.000343,0.0993,0.425,139.948,233087,4
1376,dustin lynch,small town boy,2017,94,2YMhrXQYKkm4kXLcXKKd5z,72,0.554,0.743,9,-6.016,1,0.0287,0.0251,0.0,0.359,0.673,72.997,205733,4
1377,yfn lucci ring pnb rock,everyday we lit,2017,95,4PzovBqgnSHKd8opsP7IVM,64,0.758,0.646,7,-4.701,1,0.112,0.128,0.0,0.0778,0.589,155.955,197171,4
1378,camila cabello ring young thug,havana,2017,96,1rfofaqEpACxVEHIZBJe6W,81,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,217307,4
1380,camila cabello ring young thug,havana,2018,4,1rfofaqEpACxVEHIZBJe6W,81,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,217307,4
1382,maroon 5 ring sza,what lovers do,2017,97,2eJrX3o0tzyIyLV5TXkfGm,3,0.797,0.605,5,-5.123,0,0.0578,0.0827,3.44e-06,0.124,0.448,110.024,199853,4
1384,maroon 5 ring sza,what lovers do,2018,89,2eJrX3o0tzyIyLV5TXkfGm,3,0.797,0.605,5,-5.123,0,0.0578,0.0827,3.44e-06,0.124,0.448,110.024,199853,4
1386,blackbear,do re mi,2017,98,3Q3myFA7q4Op95DOpHplaY,77,0.745,0.593,8,-6.35,1,0.0526,0.00522,5.25e-06,0.123,0.17,111.002,212027,3
1387,xxxtentacion,look at me!,2017,99,7floNISpH8VF4z4459Qo18,82,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,126346,4
1388,keith urban ring carrie underwood,the fighter,2017,100,5OUSPcqhYTOzpbXzoEvKim,64,0.681,0.845,11,-5.147,0,0.0525,0.0304,0.0,0.197,0.761,132.023,184040,4
1389,drake,god's plan,2018,1,6DCZcSspjsKoFjzjrWoCdn,83,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,4
