,Artiste,Titre,Année,Rang,id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2026,david guetta  showtek  vassy,bad,2014,60,6eIacmhkE82vZlMDnGS7aP,67,0.614,0.972,5,-3.927,0,0.088,0.00125,0.0186,0.328,0.411,127.966,170625,4
2027,nico  vinz,am i wrong,2014,61,1fidCEsYlaVE3pHwKCvpFZ,73,0.729,0.675,8,-6.003,1,0.0312,0.175,1.58e-06,0.55,0.779,119.968,245867,4
2028,coldplay,magic,2014,62,23khhseCLQqVMCIT1WMAns,73,0.738,0.483,6,-8.915,0,0.0403,0.0262,0.616,0.106,0.355,93.458,285014,4
2029,david guetta  skylar grey,shot me down,2014,63,6qVXkG01rBYGfxIndGOQ3z,61,0.347,0.772,5,-4.359,0,0.0549,0.0597,0.0333,0.115,0.035,192.118,191412,3
2030,anaïs delva,libérée délivrée,2014,64,5pqhqSdrxLXDZY9eeCAtSJ,55,0.601,0.427,8,-7.34,1,0.0328,0.783,0.0,0.134,0.298,137.007,224040,4
2032,anaïs delva,libérée délivrée,2015,61,5pqhqSdrxLXDZY9eeCAtSJ,55,0.601,0.427,8,-7.34,1,0.0328,0.783,0.0,0.134,0.298,137.007,224040,4
2034,mark ronson  bruno mars,uptown funk,2014,66,32OlwWuMpZ6b0aN2RZOeMS,81,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667,4
2036,mark ronson  bruno mars,uptown funk,2015,3,32OlwWuMpZ6b0aN2RZOeMS,81,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667,4
2038,black m  the shin sekai  doomams,je ne dirai rien,2014,67,34B31yM24Pjg22ipNpB4UJ,51,0.652,0.647,8,-6.267,1,0.304,0.046,0.0,0.159,0.346,98.147,257013,4
2039,ariana grande  iggy azalea,problem,2014,69,5w048fMWMdqxT2UAyXXB1Z,47,0.659,0.804,1,-5.352,0,0.154,0.0193,9.08e-06,0.161,0.618,103.026,193920,4
2040,pitbull  jennifer lopez  claudia leitte,we are one (ole ola),2014,70,1PCvKFPWnTXAe2oaReVUcr,65,0.592,0.935,6,-4.317,0,0.0581,0.00879,0.0154,0.132,0.567,125.013,222520,4
2041,coeur de pirate,mistral gagnant,2014,71,0XMbpPdbKjQUxpFKtwwsYN,50,0.559,0.35,7,-9.727,0,0.039,0.965,0.0056,0.118,0.51,119.488,182680,3
2042,keen' v,dis-moi oui (marina),2014,72,16kNsGOef2b7kv2P0NHekB,41,0.782,0.86,4,-4.403,0,0.0679,0.174,0.0,0.217,0.753,108.057,201827,4
2043,lorde,team,2014,73,2CKCubhiTKvGhMTq54vWlH,0,0.691,0.578,6,-7.436,1,0.106,0.167,0.0,0.305,0.412,99.984,193059,4
2044,dj snake  lil jon,turn down for what,2014,74,67awxiNHNyjMXhVgsHuIrs,72,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,213733,4
2045,calvin harris  john newman,blame,2014,75,07nH4ifBxUB4lZcsf44Brn,75,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,212960,4
2046,black m  dr beriz,la légende black,2014,76,2fhEKVIAoVEfZPCmHg28AF,43,0.716,0.83,5,-4.709,0,0.0659,0.00304,0.0,0.167,0.963,80.976,228747,4
2047,major lazer  sean paul,come on to me,2014,77,6gkIeriyAGatGFEzZe4icY,46,0.7,0.887,2,-2.133,1,0.05,0.0843,0.0,0.101,0.382,110.015,212493,4
2048,meghan trainor,all about that bass,2014,78,5jSlcXdUGLWOV2pSfYYiBs,55,0.812,0.869,9,-3.698,1,0.0503,0.044,4.1e-06,0.118,0.963,134.087,187867,4
2050,meghan trainor,all about that bass,2015,95,5jSlcXdUGLWOV2pSfYYiBs,55,0.812,0.869,9,-3.698,1,0.0503,0.044,4.1e-06,0.118,0.963,134.087,187867,4
2052,enrique iglesias  sean paul descemer bueno,bailando,2014,79,3S5c3MCOhanWsUKOMccLaO,34,0.717,0.851,7,-3.507,1,0.0957,0.0791,0.0,0.0652,0.955,90.971,243213,4
2053,mika,boum boum boum,2014,80,3EFtoHHOCqgOSnvSUvdJfj,41,0.622,0.688,8,-6.598,1,0.0291,0.337,0.00562,0.185,0.699,105.018,206333,4
2054,u2,ordinary love,2014,81,4YOJE7QjFsf523jceoos9q,37,0.655,0.471,8,-8.528,0,0.0303,0.174,0.0,0.118,0.346,121.04,221200,4
2055,disclosure,latch,2014,82,4kTBakk3h2S678cajDcVTw,74,0.499,0.733,1,-5.449,1,0.174,0.016,0.000135,0.0897,0.537,121.984,255632,4
2056,new world sound  thomas newson,flute,2014,84,1Brd8eu7SraTK46zDJ6xgl,40,0.622,0.952,1,-5.306,1,0.0477,0.000187,0.33,0.0431,0.111,128.008,287440,4
2057,fréro delavega,sweet darling,2014,85,52op1vAuHGc0DLLhexfbUw,47,0.811,0.64,6,-6.952,1,0.027,0.214,0.0,0.107,0.967,101.985,162040,4
2058,jul,dans ma paranoïa,2014,86,7sZas5ww0qoNF9B5B8ebir,47,0.797,0.645,11,-6.38,0,0.248,0.19,0.0,0.297,0.709,129.946,160654,4
2059,josef salvat,diamonds,2014,87,5qizUaJepbFJ5qGZyuyQim,49,0.489,0.368,11,-8.359,0,0.043,0.349,0.00071,0.11,0.245,82.462,247200,4
2060,soprano  uncle phil,fresh prince,2014,88,0nViXBvpTuZz9UTC7QvZtY,49,0.903,0.716,1,-7.104,1,0.337,0.0664,0.0,0.157,0.568,100.075,199480,4
2062,soprano  uncle phil,fresh prince,2015,63,0nViXBvpTuZz9UTC7QvZtY,49,0.903,0.716,1,-7.104,1,0.337,0.0664,0.0,0.157,0.568,100.075,199480,4
2064,la fouine fababy sindy  sultan,team bs,2014,89,4ZPkGspWDlSe73HgDMJAIg,5,0.562,0.805,6,-5.872,0,0.606,0.134,0.0,0.0989,0.433,191.897,213293,4
2065,dj hamida  lartiste kayna samet  rimk,déconnectés,2014,90,7FBNRIRqAxGNQ7gpiEMVLu,56,0.834,0.732,8,-6.537,1,0.0912,0.0776,0.0,0.124,0.669,107.963,184738,4
2066,team bs,case départ,2014,92,0cYDiV2cJzq5a0xYxXShWj,43,0.623,0.859,9,-4.61,0,0.0855,0.326,0.0,0.23,0.391,85.196,250960,4
2067,lenny kravitz,the chamber,2014,93,2wBW9jGZRRMbQ416NDc7LW,58,0.661,0.925,7,-6.396,1,0.0327,9.49e-05,0.014,0.0713,0.914,117.524,297321,4
2068,iggy azalea  rita ora,black widow,2014,94,0Erro4Dh4jxoYEhhyecmF6,0,0.74,0.72,3,-3.753,0,0.158,0.188,0.000386,0.109,0.512,164.014,209423,4
2069,aloe blacc,the man,2014,96,4e6ZN0EcEqYx74BTC5xQzy,61,0.533,0.755,11,-7.25,0,0.0419,0.0332,0.0,0.233,0.472,86.034,255907,4
2070,maître gims,changer,2014,97,3ZjUEcxO1JMnDfLtWyHKfV,53,0.572,0.321,8,-8.345,0,0.0319,0.795,2.39e-05,0.111,0.323,153.586,211547,4
2071,martin tungevaag,wicked wonderland,2014,99,6vkrtvRDxwoou1LejCAi9u,42,0.699,0.812,6,-5.772,0,0.135,0.00461,0.0161,0.397,0.749,127.916,217270,4
2072,sia,big girls cry,2014,100,75xgoXAGed7jiNDdV8TNOe,62,0.469,0.592,5,-4.962,1,0.0399,0.0393,0.0,0.105,0.0938,161.996,210613,4
2073,omi,cheerleader (felix jaehn remix),2015,1,7vFoFDWqTX0mHzLfrF1Cfy,75,0.782,0.685,4,-6.237,1,0.0309,0.166,1.18e-05,0.16,0.603,118.016,180566,4
2074,major lazer  dj snake  mø,lean on,2015,2,2YWjW3wwQIBLNhxWKBQd16,74,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,4
2076,major lazer  dj snake  mø,lean on,2016,37,2YWjW3wwQIBLNhxWKBQd16,74,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,4
2078,hozier,take me to church,2015,4,3dYD57lRAUcMHufyqn9GcI,81,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,241688,4
2079,marina kaye,homeless,2015,5,47IcfW83MnhrIsZWEVSmDs,53,0.606,0.608,9,-5.471,1,0.0276,0.315,1.15e-05,0.0942,0.239,102.967,223213,4
2080,feder  lyse,goodbye,2015,6,28LzmRnsiidhiBBUvdi6Aj,54,0.832,0.876,6,-5.124,0,0.205,0.173,0.737,0.162,0.635,120.057,201939,4
2081,louane,avenir,2015,7,7culxZiBjN3w3yXqxgKIpD,58,0.768,0.437,0,-12.061,0,0.0372,0.0723,0.000362,0.0874,0.632,113.986,185280,4
2082,wiz khalifa  charlie puth,see you again,2015,8,2JzZzZUQj3Qff7wapcbKjc,81,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,229526,4
2083,ellie goulding,love me like you do,2015,9,6WSyyDWMyY6tA2870jrAhi,0,0.271,0.648,8,-5.664,1,0.051,0.248,0.0,0.121,0.261,189.218,253279,4
2084,lost frequencies,are you with me,2015,10,05ZT8qhvwrfQrBeTuAJz4j,48,0.779,0.527,5,-9.914,0,0.0337,0.513,0.000126,0.211,0.439,121.03,137555,4
2085,nicky jam  enrique iglesias,el perdón,2015,11,7qCAVkHWZkF44OzOUKf8Cr,73,0.628,0.69,8,-5.828,1,0.0511,0.446,0.0,0.112,0.662,179.911,205907,4
2086,christine and the queens,christine,2015,12,6tNDVXXaYWsBd3Mqhfelvl,57,0.874,0.364,7,-10.322,1,0.0477,0.237,0.028,0.0939,0.454,100.027,234680,4
2087,felix jaehn  jasmine thompson,ain't nobody (loves me better),2015,13,3c8iiZGfEammKJuWTErE5x,73,0.778,0.566,2,-6.959,0,0.0311,0.672,0.000197,0.0698,0.479,117.971,186147,4
2088,adele,hello,2015,14,4aebBr4JAihzJQR0CiIZJv,73,0.47,0.431,5,-6.129,0,0.0342,0.329,0.0,0.0854,0.289,157.98,295502,4
2089,kygo  parson james,stole the show,2015,15,5masKPHeAOVNgxdLebIcK7,74,0.64,0.635,8,-7.565,0,0.226,0.271,0.0,0.319,0.475,100.034,223187,4
2090,maître gims,est-ce que tu m'aimes ?,2015,16,3a9TMd2Yrza6HXqqlfMtfy,67,0.779,0.852,2,-3.353,1,0.0651,0.235,0.0,0.212,0.601,119.892,237093,4
2091,kygo  conrad sewell,firestone,2015,17,1I8tHoNBFTuoJAlh4hfVVE,77,0.704,0.634,11,-7.374,0,0.0428,0.393,3.17e-05,0.0952,0.411,113.927,271640,4
2092,the weeknd,earned it,2015,19,2PIvq1pGrUjY007X5y1UpM,77,0.659,0.381,2,-5.922,0,0.0304,0.385,0.0,0.0972,0.426,119.844,252227,3
2093,louane,jour 1,2015,20,13lXv8YxX0YYHM0SCk1KYb,58,0.642,0.54,0,-8.811,0,0.0422,0.03,0.0,0.33,0.394,110.013,217347,4
2094,ed sheeran,thinking out loud,2015,21,34gCuhDGsG4bRPIf9bb02f,84,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998,281560,4
2095,fréro delavega,le chant des sirènes,2015,22,0gSvEcIBXqiYqomjp6hKHj,58,0.73,0.474,7,-9.537,1,0.0351,0.669,2.85e-05,0.099,0.625,123.895,178987,4
2096,jason derulo,want to want me,2015,23,4U9BkYyIlJLfdTMvrZuvLo,0,0.772,0.643,0,-6.24,0,0.063,0.0102,0.0,0.0705,0.669,114.031,206280,4
2097,david guetta  nicki minaj  afrojack,hey mama,2015,25,285HeuLxsngjFn4GGegGNm,73,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979,192560,4
2098,nekfeu,on verra,2015,26,57I5KhEpQFC9XBgKt6nklL,63,0.575,0.58,0,-6.801,1,0.067,0.166,0.0,0.0781,0.324,75.2,211413,4
2099,lost frequencies  janieck devy,reality,2015,27,7AK7Gj31ajJjpIPd9bxs43,55,0.731,0.639,9,-6.597,1,0.0359,0.0206,1.29e-05,0.0789,0.527,122.08,158474,4
2100,louane,je vole,2015,28,5WhMVZ58MqdvACu3OaP5cZ,58,0.514,0.0919,3,-13.168,1,0.0458,0.931,0.0,0.0655,0.429,99.294,216307,4
2101,rihanna kanye west  paul mccartney,fourfiveseconds,2015,30,78TTtXnFQPzwqlbtbwqN0y,79,0.582,0.272,2,-5.662,1,0.0501,0.875,0.0,0.13,0.354,205.846,188238,4
2102,zara larsson,uncover,2015,32,3DQisSEr1TLp9H0BEeKiQS,66,0.556,0.529,2,-4.464,1,0.025,0.4,0.0,0.268,0.308,89.887,213543,4
2103,ariana grande,one last time,2015,33,50rGbTr2wrWnlIelPQxi87,51,0.627,0.594,8,-5.036,1,0.0323,0.0921,1.52e-06,0.096,0.106,125.023,197267,4
2104,maître gims  niska,sapés comme jamais,2015,35,0CJ31BEjjl1tPIj0CKi9kH,61,0.842,0.777,6,-3.869,0,0.226,0.209,8.67e-06,0.229,0.751,120.081,206787,4
2106,maître gims  niska,sapés comme jamais,2016,22,0CJ31BEjjl1tPIj0CKi9kH,61,0.842,0.777,6,-3.869,0,0.226,0.209,8.67e-06,0.229,0.751,120.081,206787,4
2108,rihanna,bitch better have my money,2015,36,0NTMtAO2BV4tnGvw9EgBVq,76,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,219306,4
2109,maroon 5,sugar,2015,38,2yqh4xFPDrq5VmKAIhrwfL,0,0.729,0.786,1,-6.348,1,0.0337,0.0747,0.0,0.0878,0.87,120.068,234000,4
2110,robin schulz  francesco yates,sugar,2015,39,5tf1VVWniHgryyumXyJM7w,77,0.636,0.815,5,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063,219043,4
2112,robin schulz  francesco yates,sugar,2016,73,5tf1VVWniHgryyumXyJM7w,77,0.636,0.815,5,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063,219043,4
2114,sia,elastic heart,2015,40,6kwAbEjseqBob48jCus7Sz,71,0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,257200,4
2115,kendji girac,conmigo,2015,41,6AuD7ltWkkK54nxlRCxXiR,49,0.78,0.864,11,-4.845,0,0.0592,0.0824,0.0,0.198,0.633,102.042,183547,4
2116,maître gims,laissez passer,2015,42,5B03Lwlp0QYNUNRSi7OWzW,53,0.496,0.738,7,-5.149,0,0.124,0.0591,0.0421,0.136,0.79,130.001,265453,4
2117,the weeknd,can't feel my face,2015,43,2TZu0eg6gBNwbqPyzSDqnf,46,0.43,0.856,9,-6.301,0,0.0549,0.000997,0.0,0.273,0.295,108.091,201107,4
2118,l e j,summer 2015,2015,44,42cilxJKOCm18NsOc8Ljdf,49,0.613,0.417,1,-8.866,1,0.365,0.553,0.0,0.168,0.49,96.466,202747,4
2119,calvin harris  disciples,how deep is your love,2015,45,22mek4IiqubGD9ctzxc69s,76,0.738,0.868,11,-4.373,0,0.0731,0.0389,0.00171,0.388,0.336,122.003,212640,4
2120,justin bieber,what do you mean?,2015,46,4B0JvthVoAAuygILe3n4Bs,78,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,205680,4
2122,justin bieber,what do you mean?,2016,82,4B0JvthVoAAuygILe3n4Bs,78,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,205680,4
2124,flo rida  sage the gemini  lookas,gdfr,2015,47,26rdOwwjC2UnweK3xeS58u,70,0.657,0.827,5,-4.036,1,0.0734,0.000704,0.00534,0.065,0.69,145.889,190186,4
2125,soprano,clown,2015,48,465QB2MGS6q6rDOpaS2e6q,51,0.638,0.768,9,-7.085,0,0.08,0.00468,0.000103,0.141,0.253,127.836,270453,4
2126,charlie puth  meghan trainor,marvin gaye,2015,49,3rKYiySCDMUKTw5kGVVhaa,64,0.795,0.616,1,-5.281,0,0.06,0.417,0.0,0.349,0.815,110.015,190453,4
2127,sam smith,i'm not the only one,2015,51,7795WJLVKJoAyVoOtCWqXN,82,0.677,0.485,5,-5.795,1,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,239317,4
2128,martin solveig  gta,intoxicated,2015,52,2RhKxrhti1jd1Krzh968Cb,59,0.796,0.607,0,-6.114,1,0.0409,0.00565,0.00231,0.0716,0.566,125.053,158280,4
2129,the avener  kadebostany,castle in the snow,2015,54,7KZw49EgpR1BxOAzy5WIXx,50,0.664,0.807,4,-4.855,0,0.0463,0.0173,2.98e-05,0.0893,0.641,98.017,212893,4
2130,fetty wap,trap queen,2015,55,0TzxcB6dK46vgXZT2P8qeR,59,0.746,0.873,7,-3.803,1,0.12,0.0244,0.0,0.356,0.816,148.075,222128,4
2131,madcon  ray dalton,don't worry,2015,56,63CSozvYUEudPp12679UVF,67,0.811,0.699,7,-5.211,1,0.114,0.0726,1.38e-06,0.148,0.733,122.987,214789,4
2133,madcon  ray dalton,don't worry,2016,66,63CSozvYUEudPp12679UVF,67,0.811,0.699,7,-5.211,1,0.114,0.0726,1.38e-06,0.148,0.733,122.987,214789,4
2135,makassy,doucement,2015,57,5bYxuqIOtzFwfT3hfQ1WHh,51,0.726,0.714,5,-6.065,1,0.0451,0.445,0.0,0.117,0.77,102.966,200387,4
2136,maître gims,brisé (pilule bleue),2015,58,6CQv2bGN6cl0kzc2rHl4Yb,54,0.662,0.836,3,-3.429,0,0.0392,0.349,0.0,0.0761,0.421,107.99,218027,4
2137,charli xcx,break the rules,2015,59,38tKqQuqodiUYOsw6HWyeQ,59,0.676,0.926,0,-2.244,0,0.0425,0.0305,0.000658,0.0771,0.818,124.019,203908,4
2138,aronchupa,i'm an albatraoz,2015,60,5MhsZlmKJG6X5kTHkdwC4B,72,0.883,0.817,0,-5.414,1,0.235,0.601,0.00449,0.11,0.595,128.078,166849,4
2139,silentó,watch me (whip / nae nae),2015,62,5RIVoVdkDLEygELLCniZFr,66,0.821,0.759,8,-8.541,1,0.121,0.247,0.0,0.321,0.962,140.01,185143,4
2140,galantis,runaway (u  i),2015,64,46lFttIf5hnUZMGvjK0Wxo,75,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,227074,4
2141,selah sue,alone,2015,66,6muEmD1DhVoGG7CYQX3Djg,48,0.773,0.745,1,-5.129,1,0.0675,0.0182,0.000143,0.0587,0.698,99.978,207440,4
2142,synapson  anna kova,all in you,2015,67,0mko5sZQMfALeG2bzpWZRy,48,0.741,0.693,4,-5.278,0,0.105,0.0615,0.0,0.115,0.73,110.936,257972,4
2143,avicii,waiting for love,2015,69,0drReOTf4eyysPVJX9KSQz,0,0.598,0.688,6,-4.147,0,0.0615,0.276,0.0,0.559,0.651,128.007,232880,4
2144,fifth harmony  kid ink,worth it,2015,70,41Fflg7qHiVOD6dEPvsCzO,75,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987,224573,4
2145,chris brown  tyga,ayo,2015,73,0k6DnZMLoEUH8NGD5zh2SE,73,0.823,0.563,6,-5.095,1,0.0443,0.0399,0.0,0.0851,0.682,98.031,225227,4
2146,soprano,millionnaire,2015,74,1v4G9Dlu4Nb9ulUDUPVZDq,49,0.574,0.859,11,-4.713,0,0.233,0.219,1.54e-05,0.335,0.612,111.497,182853,4
2147,r  city  adam levine,locked away,2015,76,0sQLhT32E9ZG2zn5iYR6nN,66,0.508,0.677,1,-5.696,1,0.0656,0.328,0.0,0.0491,0.575,121.928,227280,5
2148,josef salvat,open season,2015,77,4KMAOy8vzCN1BDBVjLvytE,42,0.591,0.602,4,-6.175,1,0.0817,0.0361,0.000176,0.145,0.412,89.985,244640,4
2149,nekfeu,ma dope,2015,79,6eVHz1I8JaAYUl1jTgSjRW,58,0.855,0.551,8,-7.651,1,0.0741,0.245,2.31e-06,0.477,0.351,135.995,227400,4
2150,ed sheeran,photograph,2015,80,1HNkqx9Ahdgi1Ixy2xkKkL,84,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,4
2151,skrillex  diplo  justin bieber,where are ü now,2015,81,1CjiAOoegmUDgbhKzAqSkl,33,0.451,0.876,7,-5.378,1,0.0362,0.0227,0.0999,0.104,0.353,139.908,216339,4
2152,black m  kev adams,le prince aladin,2015,82,6ZS3WTqzdyff3cAUfjQaRV,45,0.703,0.76,11,-4.396,0,0.212,0.0897,0.0,0.0721,0.459,99.637,215160,4
2153,christine and the queens,paradis perdus,2015,83,7rUJX9xP2YcL62uJvtaeJd,52,0.57,0.355,11,-11.4,0,0.0518,0.41,0.041,0.096,0.476,179.976,215610,4
2154,calvin harris  ellie goulding,outside,2015,84,7MmG8p0F9N3C4AXdK6o6Eb,80,0.646,0.823,2,-4.123,0,0.0394,0.213,0.0,0.322,0.418,128.035,227267,4
2155,amine,señorita,2015,85,7C9oofAfVRvMVkke6e8S2O,46,0.745,0.708,9,-5.145,0,0.0294,0.233,0.0,0.0618,0.584,115.025,170710,4
2156,calogero,le portrait,2015,86,3IQnD3qnyLpTpCWtwxDrGz,54,0.549,0.464,0,-8.889,1,0.0347,0.151,0.0,0.0909,0.446,122.968,181333,4
2157,vianney,pas là,2015,87,55txN6pmN5RAOjGPnINMlg,52,0.529,0.827,9,-4.282,1,0.0384,0.0158,0.0,0.0986,0.549,80.011,231000,4
2158,kendji girac,me quemo,2015,88,6ddAQLL0q4lIw7wEy7Mjg1,48,0.77,0.956,5,-2.628,0,0.122,0.0438,0.0,0.067,0.81,120.048,195000,4
2159,the weeknd,the hills,2015,89,7fBv7CLKzipRk6EC6TWHOB,83,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,242253,4
2160,drake,hotline bling,2015,90,0wwPcA6wtMf6HUMpIRdeP7,76,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,267067,4
2162,drake,hotline bling,2016,76,0wwPcA6wtMf6HUMpIRdeP7,76,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,267067,4
2164,ridsa,là c'est die,2015,91,1dW8VHHYmPbITiGO3dnnLV,50,0.818,0.695,4,-5.528,0,0.0464,0.00143,0.00409,0.0913,0.479,127.022,195272,4
2165,o t  genasis,coco,2015,92,3ZF9W9EJ5NkqbxH6sjvEoJ,55,0.79,0.596,8,-8.242,0,0.0299,0.486,0.000303,0.116,0.894,116.022,225640,4
2166,dj snake  alunageorge,you know you like it,2015,93,57kR5SniQIbsbVoIjjOUDa,69,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46e-06,0.306,0.247,196.093,247267,4
2167,eva simons  konshens,policeman,2015,96,1WOWzl9ZRkUd101hZpQMqr,46,0.635,0.959,4,-1.568,0,0.134,0.0419,1.41e-06,0.301,0.85,104.694,194000,4
2168,booba  benash,validée,2015,97,7v8xMXZUe3ZPzke2tjZnO1,61,0.644,0.815,6,-6.011,0,0.0708,0.145,0.0125,0.116,0.795,203.916,205893,4
2170,booba  benash,validée,2016,63,7v8xMXZUe3ZPzke2tjZnO1,61,0.644,0.815,6,-6.011,0,0.0708,0.145,0.0125,0.116,0.795,203.916,205893,4
2172,the king's son  blacko,i'm not rich,2015,98,4uDRu5UnKKF71TRbfELjfj,37,0.573,0.8,4,-6.084,0,0.0688,0.0173,0.0,0.125,0.684,81.948,196253,4
2173,justin bieber,sorry,2015,100,5Dj1oz9EtPjALzEa1c4kcE,0,0.679,0.748,0,-3.624,0,0.0385,0.0878,0.0,0.299,0.438,100.035,200787,4
2175,justin bieber,sorry,2016,25,5Dj1oz9EtPjALzEa1c4kcE,0,0.679,0.748,0,-3.624,0,0.0385,0.0878,0.0,0.299,0.438,100.035,200787,4
2177,sia  sean paul,cheap thrills,2016,1,27SdWb2rFzO6GWiYDBTD9j,77,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667,4
2179,sia  sean paul,cheap thrills,2017,67,27SdWb2rFzO6GWiYDBTD9j,77,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667,4
2181,drake  wizkid  kyla,one dance,2016,2,1zi7xx7UVEFkmKfv06H8x0,81,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,173987,4
2183,drake  wizkid  kyla,one dance,2017,76,1zi7xx7UVEFkmKfv06H8x0,81,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,173987,4
2185,kungs vs  cookin' on 3 burners,this girl,2016,3,1A8j067qyiNwQnZT0bzUpZ,77,0.792,0.717,0,-4.759,0,0.0393,0.0927,3.59e-05,0.226,0.466,121.985,195547,4
2187,kungs vs  cookin' on 3 burners,this girl,2017,98,1A8j067qyiNwQnZT0bzUpZ,77,0.792,0.717,0,-4.759,0,0.0393,0.0927,3.59e-05,0.226,0.466,121.985,195547,4
2189,alan walker,faded,2016,4,698ItKASDavgwZ3WjaWjtz,79,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,212107,4
2190,twenty one pilots,stressed out,2016,5,3CRDbSIZ4r5MsZ0YwxuEkn,83,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333,4
2191,coldplay,hymn for the weekend,2016,6,3RiPr603aXAoi4GHyXx0uy,78,0.49,0.743,0,-5.155,0,0.0409,0.255,7.21e-06,0.3,0.363,89.974,258827,4
2192,mike posner,i took a pill in ibiza,2016,7,0vbtURX4qv1l7besfwmnD8,76,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,197933,4
2193,rihanna  drake,work,2016,8,72TFWvU3wUYdUuxejTTIzt,76,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,219320,4
2194,justin timberlake,can't stop the feeling!,2016,9,6JV2JOEocMgcZxYSZelKcc,77,0.667,0.83,0,-5.715,1,0.0749,0.0123,0.0,0.191,0.701,113.03,236002,4
2195,imany,don't be so shy,2016,10,7xRSDbNQcizdulfOGCMLhz,39,0.429,0.182,8,-12.43,0,0.0845,0.941,0.0,0.115,0.297,86.759,182117,4
2196,yall  gabriela richardson,hundred miles,2016,11,5dyDkXi1bnQKSyIdO0JXp8,63,0.479,0.714,7,-3.776,0,0.109,0.025,0.0153,0.206,0.49,98.23,172413,4
2197,justin bieber,love yourself,2016,12,5wml5huLDJZUTdjZPhAyrz,0,0.759,0.401,4,-8.999,1,0.259,0.86,0.0,0.299,0.576,100.126,232627,4
2198,major lazer  nyla  fuse odg,light it up,2016,13,1pjvlYOMIg1NhGQbM6iwrY,72,0.747,0.877,9,-3.782,0,0.0664,0.0375,0.000833,0.233,0.752,107.991,166138,4
2199,matt simons,catch  release (deepend remix),2016,14,11BAVEGi1ivJ6JWLqKUNrZ,69,0.838,0.536,1,-8.645,0,0.0478,0.555,0.000376,0.111,0.107,104.988,195173,4
2200,desiigner,panda,2016,15,5YEOzOojehCqxGQCcQiyR4,74,0.576,0.766,10,-4.943,0,0.449,0.028,1.68e-06,0.366,0.236,144.833,246761,4
2201,møme  merryn jeann,aloha,2016,16,7IfOWyh4jTfkcGVrXKVNq0,63,0.661,0.635,10,-7.423,0,0.0645,0.204,0.00114,0.186,0.365,99.972,218480,4
2202,calvin harris  rihanna,this is what you came for,2016,17,0azC730Exh71aQlOt9Zj3y,79,0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,123.963,222160,4
2203,jain,come,2016,18,1YrC8s6yZWw23QxW6rfM9f,60,0.818,0.783,1,-6.534,1,0.0444,0.232,0.00886,0.0803,0.819,99.992,162267,4
