,Artiste,Titre,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2044,Lucenzo,No Me Ama,4DN8e56DFCEXISA8Uqz5Pw,0.799,0.675,7,-5.999,0,0.0772,0.418,0.0,0.0958,0.678,96.797,167474,4
2045,Ziyaad Luceō,The One,6PbY0tWOtOviMwfyclyjbI,0.661,0.451,6,-9.595,0,0.0525,0.451,0.0204,0.111,0.319,90.015,186000,4
2046,Lydia Luce,Sausalito,3l2wMTBa64PBV7aCPwYkEf,0.347,0.183,2,-11.149,1,0.0338,0.826,2.94e-05,0.126,0.24,149.681,222859,4
2047,Lucio Dalla,Caruso,6HYm04mKq02OtLMf6sGEFR,0.413,0.142,9,-15.019,0,0.0419,0.759,3.19e-06,0.142,0.164,123.487,313000,4
2048,Lucio Dalla,Caruso,4GaVb4spqse4hOwiHpWXVC,0.196,0.388,7,-8.071,0,0.041,0.91,0.933,0.102,0.0784,75.586,330933,3
2049,Lucio Dalla,L'anno che verrà,0iuCxEJ90YnMVlDSLf7HKS,0.559,0.653,7,-5.931,1,0.0349,0.199,0.0,0.102,0.717,121.174,266160,4
2050,Uncle Lucius,Keep The Wolves Away,1u7J5sEfgOVRt5bkfU2oGV,0.682,0.351,1,-10.276,0,0.0318,0.52,0.00059,0.11,0.144,122.207,275520,4
2051,Lucius,Two of Us On the Run,1mXq9EHQM4hK5CzVVwRlDa,0.441,0.283,2,-9.092,1,0.0304,0.765,0.0348,0.076,0.225,79.664,275628,4
2052,Lucius,Right Down The Line,2aU77iuoOElIJyXl0YoI9O,0.802,0.354,1,-8.091,0,0.034,0.822,2.57e-06,0.114,0.418,119.972,235872,4
2053,Luck Mervil,Les sans-papiers,0lvfnXkTOe6y6hUsNddMlB,0.67,0.734,0,-10.718,1,0.0356,0.189,0.0,0.694,0.272,124.049,216107,3
2054,Luck Mervil,Les sans-papiers,1hMkwapV66J2NxfO5vtg7t,0.67,0.734,0,-10.718,1,0.0356,0.189,0.0,0.694,0.272,124.049,216107,3
2055,Luck Mervil,La cour des miracles,11AxPSaGhJABoHnKO1hPAW,0.476,0.796,10,-9.76,0,0.113,0.43,6.81e-06,0.792,0.377,159.976,313267,4
2056,Lucky Peterson,Nana Jarnell,6bsMl9KBQ7rhFXY0CN9M8o,0.423,0.482,1,-9.907,0,0.035,0.318,0.603,0.0992,0.232,108.456,338400,3
2057,Lucky Peterson,Beyond Cool - Instrumental,1o6RZg4x4aSrIhTPcMIaGJ,0.323,0.564,2,-8.725,0,0.0382,0.0721,0.435,0.0926,0.319,97.068,447733,4
2058,Lucky Peterson,50 Years,0z1d5h194QHSRIk7tRNS9c,0.498,0.824,5,-7.832,0,0.132,0.0641,0.000112,0.18,0.549,157.04,251627,4
2059,Lukas Graham,7 Years,5kqIPrATaCc2LqxVWzQGbk,0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992,237300,4
2060,Lukas Graham,Share That Love (feat. G-Eazy),44l9nnCVvOQBbWG6tDViKl,0.715,0.658,11,-4.304,0,0.106,0.162,0.0,0.0742,0.795,158.024,172399,4
2061,Lukas Graham,Love Someone,2JqnpexlO9dmvjUMCaLCLJ,0.55,0.415,9,-6.557,0,0.052,0.161,0.0,0.108,0.274,172.065,205463,4
2062,Luke Combs,Forever After All,6IBcOGPsniK3Pso1wHIhew,0.487,0.65,0,-5.195,1,0.0253,0.191,0.0,0.0933,0.456,151.964,232533,4
2063,Luke Combs,Beautiful Crazy,2rxQMGVafnNaRaXlRMWPde,0.551,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,103.313,193200,4
2064,Luke Combs,Better Together,6gdLyYNuhWBzqwlOFSsXC7,0.552,0.225,0,-11.501,1,0.0477,0.827,0.0,0.111,0.67,138.002,219573,4
2065,Lulu Gainsbourg,Fantasy,06rWwT5FGsu9gvT2SwfcVm,0.619,0.799,5,-8.649,0,0.0398,0.641,0.884,0.138,0.297,135.974,260040,4
2066,Lulu Gainsbourg,Trouble,0LbYYlRLtiXWFHPAKVArod,0.591,0.686,5,-9.015,1,0.0261,0.0143,0.0287,0.0614,0.238,100.011,239707,4
2067,Lulu Gainsbourg,Lady Luck,0guwppkwTOCeryFsdmgWsU,0.717,0.741,0,-8.061,0,0.0345,0.0415,0.788,0.325,0.965,121.485,255280,4
2068,Pierre Lussiau,Like la vie,2Xd7msKAGrYkON71rXERUY,0.77,0.473,9,-9.066,1,0.0409,0.481,0.0,0.264,0.512,126.027,183019,4
2069,Pierre Lussiau,On ne choisit pas d'aimer,5tI6SHWzhJrB5HVXIRcL9I,0.54,0.116,7,-15.606,1,0.0638,0.966,0.000188,0.125,0.242,123.264,231189,5
2070,Pierre Lussiau,Passer les gouttes,14bOvXuxDlCan2ypI9Xpg0,0.71,0.605,7,-8.592,0,0.0499,0.464,0.0,0.319,0.322,92.941,197632,4
2071,Luther Allison,Bad News Is Coming,1TRIYxcVJYPki5AX2hZzZT,0.639,0.496,1,-6.844,0,0.0375,0.713,0.254,0.0545,0.467,140.394,445533,3
2072,Luther Allison,Should I Wait,44s75M70lhq25s3CiW0pxq,0.638,0.738,9,-9.563,1,0.0271,0.0315,0.000634,0.211,0.816,104.098,304600,3
2073,Luther Allison,Living In The House Of Blues,5TvM5WFaegJk7VRgPOWGTe,0.334,0.787,7,-5.675,0,0.0735,0.102,0.0118,0.968,0.753,199.961,398467,3
2074,Lynda Lemay,Le Plus fort c'est mon père,60KGlmLjrJ2PGYTHGl7kPh,0.763,0.322,9,-10.385,0,0.051,0.86,0.0,0.0855,0.149,112.139,213267,4
2075,Lynda Lemay,Une mère,1Ca1ZpQiMGVJ5j31EoMG5X,0.516,0.292,10,-9.345,0,0.0485,0.814,0.0,0.0917,0.29,178.243,293593,4
2076,Lynda Lemay,Chéri tu ronfles - Live,3ankQGK991gdh3BWA5PLuK,0.613,0.614,9,-6.524,1,0.0958,0.64,0.0,0.723,0.498,112.316,172733,3
2077,M. Pokora,Tombé,3EiDyqPIjDDo6F8RS5Lj4t,0.648,0.537,9,-9.254,1,0.0607,0.56,0.0,0.107,0.539,113.01,233800,4
2078,M. Pokora,Danse avec moi,0RJOtA0fVRd8x2ZefH7Gdt,0.598,0.668,0,-6.508,1,0.0751,0.511,0.0,0.104,0.161,98.74,173467,4
2079,M. Pokora,Les planètes,71I3Tqq9fCOSceVpluOqJN,0.669,0.674,6,-8.153,0,0.0791,0.335,0.000591,0.185,0.553,90.984,230769,4
2080,Macy Gray,I Try,5TAf4lnZCZTLlZHNZMLFLi,0.593,0.642,2,-7.284,1,0.0299,0.313,0.000582,0.0804,0.736,76.403,239440,4
2081,Macy Gray,Over You,64WxLGjquEiDypddXZgggY,0.584,0.839,0,-5.173,1,0.169,0.159,0.000221,0.177,0.808,187.937,226840,4
2082,Macy Gray,Sweet Baby (feat. Erykah Badu),2W9FCvuxSSXbnkj9q4Dd9N,0.487,0.774,11,-5.096,1,0.0487,0.224,0.0,0.145,0.415,80.928,229333,4
2083,MadeinTYO,Paris Fashion Week,6MFiazgHqh8amjzgduFa06,0.783,0.733,1,-6.985,0,0.244,0.0135,8.11e-05,0.156,0.716,161.995,167520,4
2084,Mad Moon Dance Party,Waking up in Paris,53EJD57DFlmHmU4BpyNK9S,0.5,0.636,3,-8.502,0,0.0361,0.0429,0.922,0.157,0.519,175.945,134034,4
2085,Made in Paris,Pursuit,49BkCtH9dIJNI7ETUOtbxR,0.803,0.887,4,-11.413,1,0.0624,0.0143,0.948,0.0831,0.145,123.001,514386,4
2086,Madame Monsieur,Mercy,29eZ3b1mfZIwOMQMdRFNZ0,0.654,0.54,4,-7.004,0,0.0477,0.0688,0.000104,0.579,0.169,97.004,239267,4
2087,Madame Monsieur,Comme un voleur,2IpLqlRxeWr4kU3XbYYcLt,0.62,0.589,6,-6.393,0,0.125,0.321,0.0,0.11,0.477,89.078,222493,4
2088,Madame Monsieur,Mercy,7FyDoTYFkfZ1DQ9HvvXomL,0.654,0.54,4,-7.004,0,0.0477,0.0688,0.000104,0.579,0.169,97.004,239267,4
2089,Mademoiselle Luna,Honey - Dersed Edit Remix,5iAI6rdkJGMnZXmj08Ww5U,0.648,0.942,0,-5.569,0,0.0962,0.00691,0.0194,0.0933,0.137,123.979,184375,4
2090,Mademoiselle,không là hôm nay,20ljzXr42dcotGlniOivYF,0.586,0.205,0,-14.849,1,0.0332,0.976,0.0302,0.107,0.0804,91.087,250000,4
2091,Mademoiselle K.,Ça me vexe,5LKdAzDeMyMXezSTIHkXcE,0.592,0.804,11,-4.955,0,0.136,0.13,3.18e-06,0.174,0.221,140.065,207933,4
2092,Madilyn Bailey,Titanium,3Lp3nA3GZ9kgLg3yoqJ4NX,0.501,0.219,3,-8.226,1,0.0357,0.812,0.0,0.125,0.264,120.931,210008,4
2093,Madilyn Bailey,Dusk Till Dawn,1IzfmRGG6aNxu8kFHZfs1F,0.496,0.255,2,-9.181,1,0.0361,0.815,0.0,0.2,0.346,88.994,194000,4
2094,Madilyn Bailey,Don't You Worry Child,5yGW5jpNzRr66bczvCHInX,0.463,0.356,4,-7.751,0,0.0417,0.814,0.0,0.334,0.378,125.231,207787,1
2095,Sho Madjozi,John Cena,07xpeB1txX9bPKTwkuflMg,0.9,0.61,11,-9.051,0,0.114,0.0366,4.13e-05,0.0979,0.673,127.149,181422,4
2096,Sho Madjozi,Huku,09zl1Tb8QaW64mMAo3dZOU,0.864,0.785,1,-6.985,1,0.0393,0.00331,2.08e-05,0.0469,0.911,128.0,213750,4
2097,Sho Madjozi,Wakanda Forever,08xE3wJ2n50G35MEh2L2cD,0.852,0.847,8,-7.331,0,0.0563,0.00451,0.0,0.0941,0.777,126.039,214627,4
2098,Madness,Our House,1qV6e4ITnfGmA6m6Vklvbi,0.601,0.649,7,-10.57,1,0.0554,0.0285,7.71e-05,0.127,0.708,121.66,201133,4
2099,Madness,One Step Beyond,1G6eFFDRaLr9EbThnhzMBD,0.477,0.94,0,-4.888,0,0.0423,0.0124,0.032,0.412,0.941,154.82,138360,4
2100,Madness,It Must Be Love,3q2gRjU2UdOYRDY1p4cNHr,0.536,0.606,7,-5.364,1,0.0355,0.103,1.08e-05,0.255,0.719,146.425,206267,4
2101,Johnny Maestro,16 Candles,3Timk4Wy8wnJDCfq6O7YDW,0.604,0.307,10,-10.832,1,0.0275,0.727,0.0,0.0932,0.604,114.009,174640,3
2102,MaestroTRock,Raourockinp,5v0IvmNJCYFdx0sv19XujK,0.523,0.5,7,-17.36,0,0.0288,0.00356,0.0,0.121,0.625,119.944,172931,4
2103,MaestroTRock,Sicrocknisha,5r8YlZXUgzwDpnCkj7JXkw,0.488,0.49,7,-17.849,1,0.0324,0.0701,0.568,0.159,0.358,159.819,168568,4
2104,Ella Mai,Trip,6CTWathupIiDs7U4InHnDA,0.477,0.61,11,-5.628,0,0.144,0.225,0.0,0.107,0.358,79.882,213993,4
2105,Ella Mai,Not Another Love Song,5XqDJFVCyRTm5J7cIfRmR1,0.499,0.612,4,-5.947,0,0.127,0.171,4.99e-05,0.0993,0.218,157.218,217801,4
2106,Ella Mai,Boo'd Up,0At2qAoaVjIwWNAqrscXli,0.561,0.779,10,-5.107,0,0.0531,0.0862,0.0,0.078,0.235,81.965,256064,4
2107,Iron Maiden,Stranger in a Strange Land - 2015 Remaster,5vPjZn8M3MHkn0IrGEZEIp,0.286,0.913,9,-5.047,1,0.0662,0.155,0.00102,0.0985,0.514,109.698,346667,4
2108,Iron Maiden,To Tame a Land - 2015 Remaster,22mdba4RMpvKS3s4jLJNAe,0.233,0.864,4,-6.188,0,0.0465,0.467,0.345,0.143,0.229,95.853,448747,4
2109,Sean Maisonz,Landscapes,6qUUprKs0VLMH9SSoHr0Mm,0.899,0.123,2,-19.198,1,0.0873,0.681,0.876,0.109,0.438,119.993,128052,4
2110,Maïdi Roth,Faudra Que Tu Me Rêves - Radio Edit,0KkIcGL8NJ1P9XwRAKd4U1,0.517,0.898,10,-3.526,0,0.0345,0.00938,5.16e-06,0.352,0.226,105.013,227227,4
2111,Maïdi Roth,Attente Lucas,4qFus08ca18NhCXh0YHjQr,0.222,0.0627,3,-28.908,1,0.0467,0.983,0.953,0.115,0.037,67.541,50000,4
2112,Maïdi Roth,Le balcon,0Z5ZyA0mqIhQpYrp5ZNtXK,0.191,0.15,5,-16.685,1,0.0443,0.979,0.914,0.103,0.0377,48.868,118333,4
2113,Maisie Peters,Worst of You,54iSfkh69fxhnSNrgvTEBp,0.741,0.466,4,-7.258,1,0.0357,0.558,0.0,0.0583,0.351,102.058,197369,4
2114,Maisie Peters,Maybe Don't (feat. JP Saxe),7ksYNhalX8IWKku513n8QG,0.713,0.639,7,-5.231,1,0.243,0.386,0.0,0.177,0.625,166.732,174600,4
2115,Maisie Peters,Favourite Ex,1a1SQeSqUKzH5OUVTEx4ae,0.396,0.177,5,-10.277,1,0.0378,0.718,0.0,0.139,0.221,177.215,201694,3
2116,Maissiat,Grand Amour,1d2it6glA0gGa9to0YpuZH,0.462,0.136,7,-11.325,0,0.039,0.933,0.0,0.257,0.196,128.8,238293,4
2117,Maissiat,Bilitis,3ppXf11QsIsqlW7tDPllBI,0.512,0.273,7,-11.148,0,0.032,0.877,7.38e-05,0.0752,0.506,121.932,163720,3
2118,Maissiat,Le départ,3k7r3lMF7sQ3GWaQfi6LxP,0.566,0.22,0,-12.244,0,0.0339,0.88,0.0143,0.184,0.46,121.706,169648,3
2119,Malik Djoudi,Sous garantie,7ycuy5Mvd0ILPwkrpwdY9I,0.749,0.41,0,-11.05,1,0.0491,0.258,0.756,0.115,0.827,104.959,173800,4
2120,Malik Djoudi,"Allant vers, à l'envers",1bTo8Nu19MuTVJXTXXjBVE,0.792,0.265,8,-16.657,0,0.0379,0.841,0.308,0.0837,0.461,123.986,223373,4
2121,Malik Djoudi,Tempérament,6mpK9G9PF8KCrrcf5AMciJ,0.804,0.414,0,-12.31,0,0.0637,0.158,0.471,0.14,0.259,105.037,192893,3
2122,Post Malone,Circles,21jGcNKet2qwijlDFuPiPb,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,4
2123,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,3KkXRkHbMCARz0aVfEt68P,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,158040,4
2124,Post Malone,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,223347,4
2125,Barnvisor Mama Cozy,Rudolf med röda mulen,325HBeYpvaYCGlWD7UTVFc,0.584,0.198,9,-12.125,1,0.0472,0.981,0.0306,0.158,0.929,155.176,59945,4
2126,Barnvisor Mama Cozy,Rudolf med röda mulen,6Ui2Iubk6uEKi2SXtpL7lS,0.584,0.198,9,-12.125,1,0.0472,0.981,0.0306,0.158,0.929,155.176,59945,4
2127,Barnvisor Mama Cozy,Rudolf med röda mulen,5eGvoyxyb9jujGxHHTcKq2,0.584,0.198,9,-12.125,1,0.0472,0.981,0.0306,0.158,0.929,155.176,59945,4
2128,Mano Solo,Allo Paris,7fuV0qMP7cBAApFvleb1T9,0.705,0.37,0,-12.01,1,0.0989,0.39,0.0,0.0885,0.936,114.699,164893,4
2129,Mano Solo,Les gitans,1voIV0lOIDAHThgd6Fn4c5,0.805,0.341,6,-8.969,1,0.0341,0.815,0.000741,0.11,0.35,105.49,289440,4
2130,Manose,Raag Yamen,2WDmuK3mSBcSGt3mwQQwyZ,0.206,0.0269,8,-15.682,0,0.0483,0.995,0.598,0.0753,0.485,66.992,1312000,3
2131,Manu Chao,Me Gustas Tu,6b37xrsNCWYIUphFBazqD6,0.657,0.741,11,-6.822,0,0.0825,0.663,0.494,0.222,0.908,175.949,239987,4
2132,Manu Chao,Bongo Bong,00SmB7n85SKROGjybsyq5i,0.755,0.545,9,-10.027,0,0.0646,0.944,0.000118,0.144,0.964,149.807,158427,4
2133,Manu Chao,Clandestino,51R2M1JgyFfRS3e6v5wCt3,0.68,0.594,6,-6.417,0,0.0688,0.469,0.0,0.431,0.774,85.04,149173,4
2134,Manu Dibango,Soul Makossa,21s0bjVrP7RtQskeUKZxOu,0.831,0.835,0,-3.768,1,0.142,0.128,0.00227,0.134,0.8,114.997,264307,4
2135,Manu Dibango,Big Blow - Mixed,5VGlKnvi3qwco5vZFVFiX2,0.697,0.623,8,-10.662,1,0.0843,0.199,0.334,0.0493,0.686,122.578,210349,4
2136,Manu Dibango,Big Blow,23vbuZNgpYMWxxeyxRKnBn,0.735,0.833,8,-6.738,1,0.059,0.185,0.514,0.0492,0.691,123.203,480227,4
2137,Manu Katché,Keep On Trippin’,7txAHtMd2QTYc4nrPtegI9,0.592,0.286,1,-13.945,1,0.0303,0.649,0.398,0.114,0.493,106.73,334107,4
2138,Manu Katché,Glow,2o4rB71fpsy7LFw0eREBEA,0.73,0.729,9,-8.411,0,0.0531,0.164,0.424,0.0717,0.739,95.008,188213,4
2139,Manu Katché,Swing Piece,2rkCCGo4OSA9CLWRyWd5e2,0.5,0.206,9,-14.606,0,0.0316,0.825,0.782,0.133,0.269,129.372,294893,3
2140,Manuel Malou,Mi Mora Morena,1bcbjBik1T34TgDfyLZFrX,0.749,0.722,2,-8.293,1,0.0618,0.0319,0.0155,0.366,0.351,94.022,245043,4
2141,Manuel Malou,No no no,00FtM4iC8PE7FiIkoT2qn7,0.617,0.789,1,-5.924,0,0.153,0.15,0.0,0.0799,0.645,93.578,214493,4
2142,Manuel Malou,Melodias Para Ti,1WZebykNpAb8gwvyKUm9nX,0.772,0.865,8,-7.893,0,0.0418,0.027,0.00353,0.535,0.551,109.935,62880,4
2143,Marc Lavoine,Elle a les yeux revolver,1fU9wVDi3yZrawv1Rc4vcS,0.577,0.273,5,-16.428,1,0.0499,0.496,0.0,0.0914,0.547,79.995,219973,3
2144,Marc Lavoine,Toi mon amour,1moFtJmSZHc8CwSkvGJ7kg,0.614,0.512,1,-7.859,0,0.0261,0.217,0.00263,0.0952,0.401,96.98,220387,4
2145,Marc Lavoine,Chère amie (Toutes mes excuses),7mOBZM9q6nzBu2NZ9PXsYO,0.501,0.16,5,-14.585,0,0.0306,0.773,7.2e-05,0.0648,0.489,63.084,213440,4
2146,Marcia Mitzman,Twenty-One,6tgtBIYVHc41EDo78dXbd6,0.503,0.448,10,-13.339,1,0.0337,0.604,2.99e-06,0.288,0.148,87.415,253200,4
2147,Marcelo Morgan,Durma Bem Com Solfeggio 528hz,51xr26HNzp9Q1UF1EPavth,0.157,0.175,1,-14.277,1,0.0418,0.985,0.968,0.0928,0.0358,152.848,300000,4
2148,Marco Papa,You-Me (with Simone Morgantini),2CrJajOKUXxh1lfbdBmfgq,0.241,0.0886,2,-17.081,1,0.0399,0.948,0.91,0.0795,0.0324,135.938,264998,4
2149,Marianne Faithfull,It's All Over Now Baby Blue,7hoWkhuHv9b3jiCbxX1kMm,0.651,0.414,2,-10.572,1,0.0301,0.524,0.00267,0.118,0.445,111.175,229960,4
2150,Marianne Faithfull,The Ballad Of Lucy Jordan,2mgn77UfgYfPvXSRpxpOeg,0.694,0.271,4,-16.762,1,0.0431,0.844,0.00476,0.105,0.744,120.93,249533,4
2151,Marianne Faithfull,As Tears Go By,2EYXCRp63iQdmeKHXN8Rrg,0.517,0.527,0,-10.667,1,0.0296,0.362,1.8e-05,0.413,0.812,127.697,157920,4
2152,Marianne James,Tatie Jambon,6GTzaKNXPND5kIkX14pV0F,0.778,0.451,7,-8.505,0,0.138,0.512,1.09e-05,0.102,0.805,98.293,159867,4
2153,Marianne James,Soyons degueu (chanson),0M0NHRUOpcgffaQL6GILqV,0.633,0.315,1,-10.341,0,0.723,0.762,0.0,0.107,0.804,84.002,193160,4
2154,Marianne Cornet,Shelter (The Remix) [feat. James Cornet & P J James],2VzA33CoiqhJRFFtc5pJQZ,0.827,0.555,0,-6.936,1,0.0776,0.16,1.18e-06,0.151,0.778,165.969,266024,4
2155,Ann Marie Milazzo,Mummies at the Met,1FOegCDDWSC35kmyYoXneV,0.489,0.733,4,-5.512,0,0.116,0.112,0.000536,0.0981,0.209,140.249,106307,4
2156,Marie Modiano,Drifters In the Wood,2Go75z7Fdz5Pbv5aiBQOKi,0.765,0.518,1,-9.573,1,0.03,0.142,0.0183,0.228,0.819,128.218,195907,4
2157,Marie Modiano,"Souris, Sophie",79E9pLbiP77YhBZiupvJ0M,0.549,0.555,0,-8.695,0,0.0276,0.619,0.00145,0.0922,0.76,120.096,214080,1
2158,Marie Modiano,Take Me Back Where I Belong,2F8lIe2ZwYhfGfClmetRnr,0.57,0.226,10,-12.587,1,0.0316,0.711,0.0006,0.108,0.131,69.147,256387,4
2159,Marie-Flore,Tout ou rien,1l0AORKfpKCprOJFDVGV4K,0.786,0.724,7,-7.644,0,0.0451,0.0135,0.00609,0.0485,0.496,124.055,218560,4
2160,Marie-Flore,Tout ou rien,2PksrfFjEr1z6FX7OssPU4,0.786,0.724,7,-7.644,0,0.0451,0.0135,0.00609,0.0485,0.496,124.055,218560,4
2161,Marie-Flore,Braquage,5dRjat3SNxNb7oDvNRTZOj,0.761,0.582,7,-11.324,1,0.0802,0.107,5.69e-05,0.078,0.174,122.04,175307,4
2162,MARINA,Bubblegum Bitch,0ZFBKLOZLIM16RAUb5eomN,0.495,0.856,0,-5.123,0,0.0311,0.000219,0.0,0.103,0.609,158.024,154667,4
2163,MARINA,How to Be a Heartbreaker,2Ow4Pmi0VOOLvbmJ8V70qo,0.69,0.897,11,-4.696,0,0.0506,0.0142,0.0,0.108,0.849,140.05,221493,4
2164,MARINA,Primadonna,5tFMuAw6X2R4NLx97g7n9q,0.66,0.689,4,-2.671,0,0.0337,0.0884,0.0,0.0922,0.427,127.98,221075,4
2165,Marina Kaye,Freeze You Out,5K6SyVMkn0gqnPatwePAym,0.452,0.671,0,-6.2,0,0.0305,0.00364,0.0,0.505,0.279,89.635,248613,4
2166,Marina Kaye,Homeless,4Lxrt5692GF4aanPiqmdh8,0.602,0.586,9,-5.661,1,0.027,0.301,7.03e-06,0.092,0.283,102.984,220347,4
2167,Marina Kaye,The Whole 9,7oJivQRh1IrOJlL33lvHyz,0.593,0.707,9,-4.797,0,0.0514,0.0736,0.0,0.104,0.369,86.963,204227,3
2168,Marion Cotillard,Take It All,3ltaJyEWQ0P2pfOpVtab1Q,0.509,0.592,5,-6.109,0,0.0474,0.116,0.0,0.488,0.514,95.531,182747,4
2169,Marion Cotillard,My Husband Makes Movies,1iv9XdFiDhGoc7UcFCjAQu,0.31,0.225,6,-11.43,0,0.0362,0.908,4.16e-05,0.114,0.129,91.677,288453,3
2170,Marion Cotillard,Michael et le petit dinosaure (4),0M9kNaYLoBJrK9Fg8tecNN,0.736,0.189,7,-13.102,1,0.159,0.68,0.0,0.0685,0.805,119.973,83613,4
2171,Mark Fiorre,Belly - Radio Mix,2LZFFBgcTwNMWT3q6VvtlZ,0.843,0.834,0,-5.852,1,0.053,0.00226,0.522,0.5,0.818,123.998,193548,4
2172,Mark Smelly Bell,Meathead Millionaire (feat. Nik Platinum),52qOfCoFN94RX9ihlV5K5J,0.727,0.794,4,-5.885,0,0.151,0.0351,0.0,0.356,0.574,95.999,227031,4
2173,Cory Marks,Jingle My Bells,4nAB1pK8XXc3dzN77vrf9w,0.504,0.958,11,-3.394,1,0.0466,0.00125,0.0,0.0531,0.773,169.941,164595,4
2174,Mark Curry,Sorry About The Weather,5pJDTBqkrXnUC9zF8HdDY6,0.512,0.437,4,-11.699,1,0.116,0.26,0.0,0.332,0.288,98.335,248027,4
2175,Mark Curry,It's Only Time,1f3ywoGPgoIugZxxkbzrUB,0.578,0.113,7,-18.981,1,0.0376,0.785,0.0,0.113,0.148,120.107,212933,4
2176,Mark Curry,All Over Me,1rNAsBV82CXvcRdm1IqLlP,0.593,0.257,11,-12.874,1,0.0475,0.346,0.0,0.303,0.351,114.896,270133,3
2177,Mark Daumail,Smiling Again,1oIL6aOhg9ykXneF1viWrT,0.728,0.842,9,-3.902,1,0.0403,0.0809,0.0599,0.0591,0.965,137.994,205880,4
2178,Mark Daumail,Mistaken,4aTgN4oCp2Iz6sWg1ww7yI,0.719,0.486,5,-8.075,1,0.0338,0.00376,0.0381,0.588,0.354,107.994,234520,4
2179,Mark Daumail,Monsters,5QqZiBBRrP8o6Xy9xCwrCQ,0.642,0.801,11,-5.984,0,0.0256,0.0158,0.143,0.314,0.644,136.005,207440,4
2180,Mark Knopfler,What It Is,1RVZH0clK31T3qB4eZykLp,0.625,0.672,6,-7.261,0,0.0283,0.642,0.233,0.28,0.482,122.087,297667,4
2181,Mark Knopfler,Sailing to Philadelphia,4eA4i2Uf0DDIkpyesj98Ag,0.589,0.484,6,-10.126,0,0.0249,0.641,0.107,0.0873,0.149,99.067,353120,4
2182,Mark Knopfler,Wherever I Go,1p8Co3ZVnAwtKm0hUc0yVN,0.625,0.112,11,-16.647,1,0.0322,0.913,0.153,0.0556,0.25,130.513,384626,4
2183,Marla Glen,Follow,0HcflRLPs4ejPaNzZWe80P,0.647,0.793,1,-9.376,0,0.0479,0.00309,0.00105,0.968,0.798,125.137,301413,4
2184,Marla Glen,Travel,793iRCTM8SpGuveEnqJO86,0.498,0.675,5,-7.876,1,0.0608,0.0171,4.68e-05,0.804,0.411,119.915,410173,4
2185,Marla Fibish,The Quiet Glen,1itmPBe0O9jCh7jtUqpRei,0.677,0.101,7,-14.048,1,0.0973,0.973,0.615,0.0878,0.642,136.645,320187,4
2186,Marlon Roudette,When the Beat Drops Out,4c24laIQGNc7QTICHZZKOq,0.624,0.657,5,-7.664,0,0.0476,0.222,0.0,0.121,0.323,109.089,204427,4
2187,Marlon Roudette,When the Beat Drops Out,2IsKaRJ7UvvJWevayDVrcC,0.379,0.647,5,-7.72,0,0.197,0.214,0.0,0.125,0.342,217.648,204027,4
2188,Marlon Roudette,Ultra Love,6qDdgINeAECRC6WWOHb6TQ,0.632,0.826,11,-3.514,0,0.0995,0.00529,6.15e-06,0.245,0.404,110.087,244160,4
2189,Maroon 5,Memories,2b8fOow8UzyDFAE27YhOZM,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019,189486,4
2190,Maroon 5,Payphone,1LmN9SSHISbtp9LoaR5ZVJ,0.739,0.756,4,-4.828,1,0.0394,0.0136,0.0,0.37,0.523,110.028,231387,4
2191,Maroon 5,Nobody's Love,3kwgqoBqTwoAH4nT29TYrq,0.486,0.567,1,-6.456,1,0.0379,0.31,0.0,0.0949,0.154,93.68,211254,4
2192,The Marshmallow Kisses,I Wonder Why My Favorite Boy Leaves Me In The Rain,3ghC5Z3ROxJAM9a4v4tvB4,0.528,0.537,0,-9.268,1,0.0282,0.305,0.737,0.312,0.772,156.087,144889,4
2193,The Marshmallow Ghosts,The White Satin Gown,1pjGyRog1eUVBaYGbjJ6Uo,0.273,0.469,9,-9.387,1,0.0339,0.00492,0.0219,0.0701,0.382,173.815,310614,3
2194,The Marshmallow Ghosts,The Hearse Song,2qyJDeCwG05pk9s0Co3wxs,0.214,0.832,5,-8.274,1,0.0559,0.166,0.779,0.309,0.52,96.145,222138,4
2195,Martin Solveig,Intoxicated - Radio Edit,0dbQ4h3cs8QE5fOPMYdDrX,0.792,0.688,0,-4.008,1,0.0386,0.00435,0.00477,0.0972,0.502,124.987,159560,4
2196,Martin Solveig,Juliet & Romeo,1CRy08G60mS5jvhB27xMpS,0.712,0.664,11,-8.026,1,0.0345,0.0416,0.000104,0.0668,0.781,122.014,204514,4
